date,Afghanistan (gestorben),Afghanistan (positiv),Ägypten (gestorben),Ägypten (positiv),Albanien (gestorben),Albanien (positiv),Algerien (gestorben),Algerien (positiv),Andorra (gestorben),Andorra (positiv),Angola (gestorben),Angola (positiv),Antigua.und.Barbuda (gestorben),Antigua.und.Barbuda (positiv),Äquatorialguinea (gestorben),Äquatorialguinea (positiv),Argentinien (gestorben),Argentinien (positiv),Armenien (gestorben),Armenien (positiv),Aserbaidschan (gestorben),Aserbaidschan (positiv),Äthiopien (gestorben),Äthiopien (positiv),Australien (gestorben),Australien (positiv),Bahamas (gestorben),Bahamas (positiv),Bahrain (gestorben),Bahrain (positiv),Bangladesch (gestorben),Bangladesch (positiv),Barbados (gestorben),Barbados (positiv),Belarus (gestorben),Belarus (positiv),Belgien (gestorben),Belgien (positiv),Belize (gestorben),Belize (positiv),Benin (gestorben),Benin (positiv),Bhutan (gestorben),Bhutan (positiv),Bolivien (gestorben),Bolivien (positiv),Bosnien.und.Herzegowina (gestorben),Bosnien.und.Herzegowina (positiv),Botswana (gestorben),Botswana (positiv),Brasilien (gestorben),Brasilien (positiv),Brunei (gestorben),Brunei (positiv),Bulgarien (gestorben),Bulgarien (positiv),Burkina.Faso (gestorben),Burkina.Faso (positiv),Burundi (gestorben),Burundi (positiv),Chile (gestorben),Chile (positiv),China (gestorben),China (positiv),Costa.Rica (gestorben),Costa.Rica (positiv),Dänemark (gestorben),Dänemark (positiv),Deutschland (gestorben),Deutschland (positiv),Dominica (gestorben),Dominica (positiv),Dominikanische.Republik (gestorben),Dominikanische.Republik (positiv),DR.Kongo (gestorben),DR.Kongo (positiv),Dschibuti (gestorben),Dschibuti (positiv),Ecuador (gestorben),Ecuador (positiv),El.Salvador (gestorben),El.Salvador (positiv),Elfenbeinküste (gestorben),Elfenbeinküste (positiv),Eritrea (gestorben),Eritrea (positiv),Estland (gestorben),Estland (positiv),Eswatini (gestorben),Eswatini (positiv),Fiji (gestorben),Fiji (positiv),Finnland (gestorben),Finnland (positiv),Frankreich (gestorben),Frankreich (positiv),Gabun (gestorben),Gabun (positiv),Gambia (gestorben),Gambia (positiv),Georgien (gestorben),Georgien (positiv),Ghana (gestorben),Ghana (positiv),Grenada (gestorben),Grenada (positiv),Griechenland (gestorben),Griechenland (positiv),Großbritannien (gestorben),Großbritannien (positiv),Guatemala (gestorben),Guatemala (positiv),Guinea (gestorben),Guinea (positiv),Guinea.Bissau (gestorben),Guinea.Bissau (positiv),Guyana (gestorben),Guyana (positiv),Haiti (gestorben),Haiti (positiv),Honduras (gestorben),Honduras (positiv),Indien (gestorben),Indien (positiv),Indonesien (gestorben),Indonesien (positiv),Irak (gestorben),Irak (positiv),Iran (gestorben),Iran (positiv),Irland (gestorben),Irland (positiv),Island (gestorben),Island (positiv),Israel (gestorben),Israel (positiv),Italien (gestorben),Italien (positiv),Jamaika (gestorben),Jamaika (positiv),Japan (gestorben),Japan (positiv),Jemen (gestorben),Jemen (positiv),Jordanien (gestorben),Jordanien (positiv),Kambodscha (gestorben),Kambodscha (positiv),Kamerun (gestorben),Kamerun (positiv),Kanada (gestorben),Kanada (positiv),Kap.Verde (gestorben),Kap.Verde (positiv),Kasachstan (gestorben),Kasachstan (positiv),Katar (gestorben),Katar (positiv),Kenia (gestorben),Kenia (positiv),Kirgisistan (gestorben),Kirgisistan (positiv),Kiribati (gestorben),Kiribati (positiv),Kolumbien (gestorben),Kolumbien (positiv),Komoren (gestorben),Komoren (positiv),Kongo (gestorben),Kongo (positiv),Kosovo (gestorben),Kosovo (positiv),Kroatien (gestorben),Kroatien (positiv),Kuba (gestorben),Kuba (positiv),Kuwait (gestorben),Kuwait (positiv),Laos (gestorben),Laos (positiv),Lesotho (gestorben),Lesotho (positiv),Lettland (gestorben),Lettland (positiv),Libanon (gestorben),Libanon (positiv),Liberia (gestorben),Liberia (positiv),Libyen (gestorben),Libyen (positiv),Liechtenstein (gestorben),Liechtenstein (positiv),Litauen (gestorben),Litauen (positiv),Luxemburg (gestorben),Luxemburg (positiv),Madagaskar (gestorben),Madagaskar (positiv),Malawi (gestorben),Malawi (positiv),Malaysia (gestorben),Malaysia (positiv),Malediven (gestorben),Malediven (positiv),Mali (gestorben),Mali (positiv),Malta (gestorben),Malta (positiv),Marokko (gestorben),Marokko (positiv),Marshallinseln (gestorben),Marshallinseln (positiv),Mauretanien (gestorben),Mauretanien (positiv),Mauritius (gestorben),Mauritius (positiv),Mexiko (gestorben),Mexiko (positiv),Mikronesien (gestorben),Mikronesien (positiv),Moldawien (gestorben),Moldawien (positiv),Monaco (gestorben),Monaco (positiv),Mongolei (gestorben),Mongolei (positiv),Montenegro (gestorben),Montenegro (positiv),Mosambik (gestorben),Mosambik (positiv),Myanmar (gestorben),Myanmar (positiv),Namibia (gestorben),Namibia (positiv),Nepal (gestorben),Nepal (positiv),Neuseeland (gestorben),Neuseeland (positiv),Nicaragua (gestorben),Nicaragua (positiv),Niederlande (gestorben),Niederlande (positiv),Niger (gestorben),Niger (positiv),Nigeria (gestorben),Nigeria (positiv),Nordmazedonien (gestorben),Nordmazedonien (positiv),Norwegen (gestorben),Norwegen (positiv),Oman (gestorben),Oman (positiv),Österreich (gestorben),Österreich (positiv),Osttimor (gestorben),Osttimor (positiv),Pakistan (gestorben),Pakistan (positiv),Palästina (gestorben),Palästina (positiv),Palau (gestorben),Palau (positiv),Panama (gestorben),Panama (positiv),Papua.Neuguinea (gestorben),Papua.Neuguinea (positiv),Paraguay (gestorben),Paraguay (positiv),Peru (gestorben),Peru (positiv),Philippinen (gestorben),Philippinen (positiv),Polen (gestorben),Polen (positiv),Portugal (gestorben),Portugal (positiv),Ruanda (gestorben),Ruanda (positiv),Rumänien (gestorben),Rumänien (positiv),Russland (gestorben),Russland (positiv),Saint.Lucia (gestorben),Saint.Lucia (positiv),Salomon.Inseln (gestorben),Salomon.Inseln (positiv),Sambia (gestorben),Sambia (positiv),Samoa (gestorben),Samoa (positiv),San.Marino (gestorben),San.Marino (positiv),São.Tomé.und.Príncipe (gestorben),São.Tomé.und.Príncipe (positiv),Saudi.Arabien (gestorben),Saudi.Arabien (positiv),Schweden (gestorben),Schweden (positiv),Schweiz (gestorben),Schweiz (positiv),Senegal (gestorben),Senegal (positiv),Serbien (gestorben),Serbien (positiv),Seychellen (gestorben),Seychellen (positiv),Sierra.Leone (gestorben),Sierra.Leone (positiv),Simbabwe (gestorben),Simbabwe (positiv),Singapur (gestorben),Singapur (positiv),Slowakei (gestorben),Slowakei (positiv),Slowenien (gestorben),Slowenien (positiv),Somalia (gestorben),Somalia (positiv),Spanien (gestorben),Spanien (positiv),Sri.Lanka (gestorben),Sri.Lanka (positiv),St..Kitts.und.Nevis (gestorben),St..Kitts.und.Nevis (positiv),St..Vincent.Grenadines (gestorben),St..Vincent.Grenadines (positiv),Südafrika (gestorben),Südafrika (positiv),Sudan (gestorben),Sudan (positiv),Südkorea (gestorben),Südkorea (positiv),Südsudan (gestorben),Südsudan (positiv),Surinam (gestorben),Surinam (positiv),Syrien (gestorben),Syrien (positiv),Tadschikistan (gestorben),Tadschikistan (positiv),Taiwan (gestorben),Taiwan (positiv),Tansania (gestorben),Tansania (positiv),Thailand (gestorben),Thailand (positiv),Togo (gestorben),Togo (positiv),Trinidad.Tobago (gestorben),Trinidad.Tobago (positiv),Tschad (gestorben),Tschad (positiv),Tschechien (gestorben),Tschechien (positiv),Tunesien (gestorben),Tunesien (positiv),Türkei (gestorben),Türkei (positiv),Uganda (gestorben),Uganda (positiv),Ukraine (gestorben),Ukraine (positiv),Ungarn (gestorben),Ungarn (positiv),Uruguay (gestorben),Uruguay (positiv),USA (gestorben),USA (positiv),Usbekistan (gestorben),Usbekistan (positiv),Vanuatu (gestorben),Vanuatu (positiv),Vatikan (gestorben),Vatikan (positiv),Venezuela (gestorben),Venezuela (positiv),Vereinigte.Arabische.Emirate (gestorben),Vereinigte.Arabische.Emirate (positiv),Vietnam (gestorben),Vietnam (positiv),Zentralafrikanische.Republik (gestorben),Zentralafrikanische.Republik (positiv),Zypern (gestorben),Zypern (positiv)
2021-05-30,17,719,47,1119,1,14,7,266,0,18,6,275,0,0,1,13,485,30589,6,98,7,201,11,307,0,12,1,50,19,2873,30,1393,0,3,10,1112,14,1760,0,4,0,5,0,31,72,2689,15,98,7,307,1838,61695,0,1,24,233,0,2,0,37,93,6798,0,16,28,2126,1,991,143,4293,0,1,3,1169,0,26,0,5,50,999,4,147,1,42,0,18,2,128,0,6,0,24,2,129,115,9045,0,37,0,3,19,861,0,40,0,0,40,1642,9,3078,20,967,0,26,0,2,4,111,4,75,21,611,3626,185012,154,5832,23,4163,192,9939,0,409,0,3,1,20,117,3403,4,73,94,3638,2,11,20,1175,5,600,5,171,38,2835,1,146,24,1722,1,255,14,316,7,292,0,0,508,21546,0,1,0,99,1,32,16,308,10,1159,5,1228,0,16,0,1,6,308,7,251,0,5,2,267,0,1,10,479,1,41,5,56,0,7,69,7635,4,1109,0,3,0,4,3,298,0,0,1,49,0,11,266,2315,0,0,4,67,0,0,3,630,1,51,1,27,0,48,8,314,132,6269,0,1,0,19,11,3043,0,4,1,42,14,29,0,344,10,831,7,458,0,180,67,2493,5,407,0,0,6,522,1,134,103,2817,398,3181,130,6259,116,904,1,491,0,33,48,292,376,8720,0,15,0,0,1,264,0,0,0,0,0,1,14,1182,12,1447,4,810,1,42,11,326,1,197,0,4,1,37,0,29,7,122,3,277,0,4,41,4601,33,2750,0,3,0,8,80,3372,9,57,4,553,0,5,6,236,5,50,0,0,12,548,0,0,34,3839,0,12,15,517,0,1,12,467,55,1335,162,8061,1,413,164,2835,30,328,49,3770,636,20082,1,239,0,0,0,0,17,1351,4,1852,1,262,0,2,1,71
2021-05-31,19,795,47,1095,1,14,7,258,0,23,5,275,0,0,1,8,516,31378,6,98,7,192,12,292,0,13,1,42,19,2812,31,1431,0,3,10,1066,15,1740,0,6,0,5,0,30,80,3089,15,89,6,301,1848,60685,0,1,27,264,0,3,0,35,107,7012,0,18,27,2065,1,978,163,4276,0,1,3,1174,0,26,0,4,52,977,4,212,1,37,0,23,2,125,0,5,0,29,2,124,124,8780,1,46,0,2,19,857,0,36,0,0,39,1589,8,3210,22,968,0,18,0,2,4,117,3,64,24,730,3523,175167,160,5797,23,4187,187,9945,0,412,0,3,1,15,113,3307,3,72,94,3503,2,11,11,728,5,619,5,171,42,3011,1,147,21,1664,1,245,14,313,7,290,0,0,510,22432,0,1,0,113,1,33,14,303,10,1151,4,1252,0,13,0,1,7,303,6,246,0,4,2,312,0,2,10,465,1,55,5,55,0,6,70,7680,3,1008,0,3,0,4,3,300,0,0,0,50,0,11,268,2348,0,0,4,64,0,0,3,672,1,47,1,27,0,52,8,335,122,5834,0,1,0,19,10,2951,0,4,5,65,12,29,0,352,10,858,8,439,0,168,64,2425,4,368,0,0,4,534,1,103,102,2813,424,4311,140,6514,114,872,1,518,1,33,48,281,379,8729,0,17,0,0,1,283,0,0,0,0,0,1,14,1195,12,1447,4,1055,1,39,11,308,1,126,0,4,1,38,0,27,7,124,3,278,0,4,35,4410,28,2742,0,1,0,8,90,3967,4,87,4,545,0,5,7,236,4,44,0,0,14,513,0,0,32,3940,0,13,15,520,0,1,11,454,54,1294,154,7913,1,461,164,2792,25,313,51,3802,594,17219,1,240,0,0,0,0,17,1335,4,1888,0,290,0,2,1,64
2021-06-01,20,868,47,1069,1,15,7,265,0,9,5,260,0,0,1,14,525,32915,6,91,6,177,11,287,0,11,1,28,20,2740,31,1444,0,2,10,1037,14,1832,0,6,0,5,0,30,74,2767,15,83,6,301,1881,61467,0,1,21,240,0,3,0,34,108,7134,0,20,28,2054,1,994,150,4334,0,1,3,1259,0,0,0,4,56,1075,4,126,1,40,0,24,2,121,0,4,0,29,2,128,112,9736,0,34,0,2,21,840,0,43,0,0,36,1511,6,3308,23,1001,0,19,0,2,4,126,4,94,24,701,3388,164291,157,5763,23,4077,182,9775,0,410,0,3,1,17,103,3202,3,73,93,3320,2,12,13,835,5,626,5,171,40,2721,1,139,21,1604,2,228,14,308,7,302,0,0,519,23115,0,1,0,68,0,23,12,288,9,1118,4,1234,0,7,0,1,5,286,6,234,0,7,2,306,0,1,10,442,1,58,4,52,0,7,71,7653,4,974,0,3,0,5,4,312,0,0,0,50,0,13,840,2981,0,0,4,61,0,1,4,851,1,42,0,31,0,65,11,340,108,5391,0,1,0,22,9,2929,0,3,4,62,12,33,0,345,10,890,9,431,0,192,66,2299,3,343,0,0,3,556,1,98,100,2761,337,3316,142,6685,109,812,1,528,1,35,45,261,376,8958,0,15,0,0,2,342,0,0,0,0,1,1,14,1175,8,585,6,768,1,39,10,282,1,126,0,4,2,42,0,26,7,126,3,278,0,5,26,4271,31,2763,0,2,0,8,89,4483,9,89,4,542,0,2,7,233,4,40,0,0,15,484,0,0,34,3798,0,14,14,491,0,1,11,429,54,1351,148,7590,1,527,151,2726,26,315,53,3735,596,17248,1,235,0,0,0,0,17,1347,4,1930,1,242,0,2,0,61
2021-06-02,22,898,47,1040,1,15,7,285,0,10,5,232,0,1,1,14,533,32860,5,86,6,170,10,265,0,11,1,38,21,2616,34,1514,0,3,10,1000,13,1815,0,7,0,3,0,25,72,2781,17,73,6,301,1897,63627,0,1,19,212,0,2,0,34,109,7194,0,21,27,2016,1,977,135,4423,0,1,3,1344,0,27,0,4,53,1091,4,126,1,39,0,22,2,113,0,7,0,32,2,115,94,8122,0,25,0,2,22,831,0,43,0,0,33,1493,7,3490,22,982,0,16,0,4,3,100,4,96,23,644,3251,153270,162,5793,24,4058,181,9940,0,404,0,4,1,16,94,3053,2,77,92,3113,1,10,15,922,6,639,1,135,41,2679,1,133,17,1523,1,212,16,267,7,323,0,0,518,23617,0,0,1,98,0,19,10,273,9,1127,4,1258,0,7,0,1,5,279,6,225,0,6,2,310,0,2,9,424,1,51,4,51,0,8,80,7685,3,889,0,4,0,5,4,317,0,0,0,52,0,12,845,3029,0,0,5,54,0,1,4,758,1,37,0,39,0,72,11,380,101,5084,0,2,0,22,10,2892,0,2,4,59,10,33,0,324,11,946,8,424,0,152,69,2199,3,320,0,0,3,558,0,77,99,2746,444,4027,141,6677,97,725,1,547,1,35,46,230,375,9023,0,13,0,0,2,419,0,0,0,0,1,1,14,1168,2,195,5,728,1,45,10,268,1,126,0,5,1,30,0,26,8,116,2,276,0,8,28,4268,38,2896,0,2,0,5,91,4208,9,93,4,549,0,2,7,244,4,35,0,0,15,471,0,0,33,3938,0,14,14,466,0,1,10,403,56,1437,140,7368,1,628,144,2557,22,323,53,3584,536,16239,1,237,0,0,0,0,16,1335,4,1987,1,255,0,1,1,59
2021-06-03,24,965,45,1012,1,14,7,293,0,10,6,219,0,1,1,14,534,31605,5,81,5,157,8,251,0,10,1,44,21,2456,35,1571,0,3,10,952,13,1631,0,7,0,3,0,23,74,2697,20,70,5,349,1816,65901,0,0,22,194,0,4,0,28,113,7197,0,23,28,1980,1,965,120,3957,0,1,3,1298,0,27,0,3,50,1070,4,189,1,35,0,19,2,107,0,6,0,32,2,122,95,8372,0,25,0,1,22,878,0,41,0,0,33,1397,8,3747,24,1042,0,19,0,4,3,103,4,128,22,683,3115,145556,170,5661,25,4008,182,9892,0,409,0,4,1,16,78,2742,2,79,91,2926,1,10,11,640,6,650,1,135,33,2319,1,119,18,1478,2,200,16,280,7,322,0,0,523,24122,0,0,1,128,0,18,11,259,9,1120,4,1299,0,7,0,2,5,272,6,203,0,6,2,299,0,2,9,388,1,48,4,55,0,9,86,7736,3,796,0,3,0,5,4,329,0,0,0,50,0,11,814,3007,0,0,5,53,0,1,5,962,1,34,0,42,1,76,12,440,97,4954,0,2,0,22,9,2809,0,1,7,70,9,28,0,307,12,988,8,381,0,138,71,2115,4,363,0,0,4,567,0,110,100,2764,377,3340,140,6781,91,634,1,575,1,39,53,214,373,9008,0,14,0,0,2,492,0,0,0,0,0,2,14,1179,9,1217,4,670,1,42,10,252,0,68,0,4,2,34,0,29,8,112,2,263,0,7,23,4262,44,2998,0,2,0,5,85,4342,9,110,3,565,0,0,7,238,4,32,0,0,15,459,0,0,32,3724,0,13,14,469,0,1,11,375,55,1462,130,7107,1,738,132,2424,20,312,56,3434,430,15044,1,236,0,0,0,0,16,1312,4,1962,0,244,0,1,1,56
2021-06-04,27,1071,45,973,0,12,7,309,0,9,6,195,0,1,1,14,531,30425,4,77,5,140,8,241,0,11,0,35,21,2246,35,1646,0,3,10,916,15,1500,0,10,0,3,0,24,75,2698,23,66,5,349,1685,64211,0,0,23,176,0,3,0,27,110,7138,0,24,27,1982,1,955,113,3504,0,0,3,1304,0,37,0,4,50,1082,3,128,1,34,0,58,2,101,0,6,0,30,2,113,89,7755,1,32,0,1,21,838,0,59,0,0,32,1280,8,4049,23,1004,0,21,0,4,3,105,4,146,24,655,3081,137947,171,5750,25,4025,178,9743,0,417,0,4,1,15,71,2573,3,76,90,2765,1,7,10,622,7,691,1,135,35,2161,1,112,17,1423,2,197,17,272,7,337,0,0,526,25068,0,1,1,166,0,16,11,226,8,1114,4,1284,0,7,0,2,6,258,6,192,0,10,3,305,0,2,9,367,1,50,4,51,0,7,90,7658,3,729,0,4,0,5,5,330,0,0,1,49,0,9,785,2979,0,0,5,49,0,1,6,1051,2,34,0,46,1,96,13,473,98,4636,0,2,0,22,8,2600,0,4,7,68,8,23,0,302,12,988,6,351,0,127,73,2039,3,296,0,0,3,610,0,59,102,2857,465,4873,139,6598,78,545,1,551,1,41,63,200,370,8965,0,10,0,0,3,564,0,0,0,0,0,1,15,1177,10,1370,4,610,1,41,9,235,0,145,0,4,2,32,0,27,7,112,2,262,0,7,41,4189,42,3078,0,1,0,7,77,4499,9,52,3,595,0,0,7,243,4,30,0,0,16,447,0,0,32,3563,0,13,14,454,0,2,8,366,56,1479,120,6878,2,825,124,2275,19,286,57,3756,426,14328,1,231,0,0,0,0,15,1301,3,1937,1,281,0,1,0,57
2021-06-05,29,1122,44,930,0,11,7,318,0,9,5,202,0,1,0,14,537,29537,4,84,5,132,8,229,0,11,0,26,22,1983,36,1704,0,3,10,897,14,1444,0,10,0,3,0,11,78,2717,23,66,5,349,1639,62261,0,0,22,172,0,3,0,24,110,7238,0,27,27,1982,0,891,116,3180,0,0,3,1308,0,37,0,5,41,955,4,128,0,35,0,52,2,92,0,7,0,35,2,131,88,7059,1,32,0,1,22,816,0,59,0,0,33,1199,9,4393,23,1079,0,12,0,4,3,114,3,142,23,660,2970,130648,170,5754,26,4010,171,9648,0,411,0,3,2,16,67,2443,3,75,86,2631,1,7,11,666,7,684,0,0,34,2043,1,104,18,1592,2,202,18,263,6,345,0,0,525,26279,0,1,2,197,0,16,11,208,9,1106,4,1312,0,7,0,2,5,251,6,184,0,10,3,305,0,2,8,341,1,50,4,57,0,8,92,7434,4,662,0,4,0,6,5,332,0,0,0,46,0,8,758,2886,0,0,5,47,0,1,6,1051,1,32,0,51,1,104,12,485,91,4525,0,1,0,22,9,2423,0,4,7,67,7,23,0,291,12,988,6,319,0,130,76,1886,3,288,0,0,4,646,0,69,107,2915,442,4691,144,6527,65,493,1,546,1,46,68,188,369,8944,0,10,0,0,4,684,0,0,0,0,0,1,15,1183,10,1370,4,610,1,43,9,217,0,145,0,7,2,34,0,25,9,129,2,246,1,11,42,4189,42,3109,0,2,0,6,81,4632,9,52,2,606,0,0,7,254,4,28,0,0,18,450,0,0,32,3279,0,14,13,456,0,2,8,347,53,1487,114,6659,2,821,114,2104,19,263,58,3504,433,14600,1,227,0,0,0,0,13,1324,3,1991,1,239,0,1,0,55
2021-06-06,32,1209,44,901,0,10,8,319,0,9,5,201,0,1,0,14,537,28833,4,78,5,122,8,224,0,12,0,26,24,1846,37,1737,0,2,10,864,13,1372,0,10,0,3,0,11,79,2670,23,66,5,349,1639,61706,0,0,23,171,0,3,0,22,110,7207,0,27,27,1982,0,876,117,3026,0,0,4,1310,0,37,0,5,38,930,4,128,0,37,0,52,2,90,0,9,0,41,2,113,85,6563,1,32,0,1,22,785,0,47,0,0,32,1152,9,4695,22,1105,0,12,0,3,3,108,2,146,26,696,2869,123206,173,5714,27,3987,161,9181,0,404,0,4,1,16,68,2346,4,69,86,2513,1,7,13,741,8,691,0,0,32,1958,0,105,17,1299,2,200,19,263,6,345,0,0,526,26827,0,1,3,235,0,9,10,203,9,1107,3,1341,0,7,0,1,6,245,6,183,0,10,3,300,0,2,7,322,1,50,4,61,0,8,93,7326,4,609,0,5,0,5,5,331,0,0,1,46,0,13,757,2982,0,0,4,44,0,1,6,1276,1,30,0,48,1,107,13,509,89,4429,0,1,0,22,8,2255,0,4,7,65,7,21,0,285,11,1099,6,316,0,120,78,1797,3,283,0,0,5,671,0,68,113,2925,383,4691,148,6550,59,455,2,570,1,47,77,183,369,8868,0,11,0,0,4,747,0,0,0,0,0,1,16,1194,10,1370,4,610,1,42,9,208,0,145,0,8,2,35,0,24,9,107,2,249,1,13,42,4189,36,3126,0,2,0,7,87,5356,10,52,2,614,0,0,8,254,4,27,0,0,22,448,0,0,32,3014,0,12,14,396,0,1,8,337,51,1578,108,6438,3,902,108,1995,18,232,61,3578,438,14409,1,228,0,0,0,0,13,1334,3,2000,1,241,0,0,0,53
2021-06-07,35,1286,43,872,0,10,8,339,0,7,5,186,0,0,0,14,550,27979,4,77,5,113,7,212,0,12,0,33,23,1724,36,1774,0,2,10,855,12,1324,0,13,0,3,0,12,71,2269,23,57,5,446,1660,62666,0,0,22,158,0,3,0,19,108,7220,0,29,27,1848,1,821,113,2917,0,0,4,1314,1,53,0,5,35,957,4,63,0,29,0,58,2,87,0,10,0,45,0,113,76,6678,0,23,0,1,23,777,0,47,0,0,29,1123,8,5024,20,1120,0,19,0,3,3,109,2,155,20,593,2773,117347,175,5904,27,3967,147,8305,0,405,0,4,1,16,66,2268,3,61,86,2428,2,10,11,567,7,677,0,0,30,1794,0,101,17,1244,2,191,19,272,6,372,0,0,532,26651,0,1,3,241,0,14,9,204,10,1120,4,1351,0,8,0,1,5,241,6,177,0,14,3,273,0,1,6,309,0,46,4,57,0,9,95,7104,4,587,0,5,0,5,5,331,0,0,1,44,0,12,753,2974,0,0,4,45,0,1,6,1324,1,30,0,50,1,118,13,506,86,4313,0,3,0,22,9,2160,0,4,3,43,6,21,0,279,11,1124,5,323,0,110,75,1741,3,239,0,0,5,679,0,66,117,2945,390,4014,143,6529,59,435,2,563,1,49,81,174,368,9004,0,10,0,0,5,786,0,0,0,0,0,1,16,1182,10,1370,4,518,1,42,8,195,1,121,0,9,2,40,0,23,10,104,2,244,1,15,40,4162,50,3088,0,2,0,6,80,4890,9,73,2,613,0,0,8,262,4,26,0,0,23,426,0,0,34,2871,0,11,13,413,0,1,8,334,53,1611,104,6318,3,973,103,1925,19,222,59,3469,461,15798,1,233,0,0,0,0,13,1351,3,2029,1,228,0,1,1,57
2021-06-08,40,1336,43,846,0,9,8,347,0,7,4,179,0,0,0,10,562,27376,3,72,4,102,7,198,0,12,0,33,22,1584,36,1854,0,2,10,849,12,1239,0,13,0,3,0,13,77,2608,27,52,5,446,1656,58950,0,0,19,149,0,3,0,17,109,7294,0,27,25,1792,1,746,102,2812,0,0,5,1281,1,53,0,4,30,756,4,183,0,27,0,69,1,81,0,11,0,54,0,107,68,6131,0,32,0,1,21,747,0,31,0,0,30,1053,10,5434,21,1143,0,17,0,3,4,99,2,190,22,568,2632,111605,181,6114,26,3960,148,8042,0,391,0,4,1,11,67,2184,4,62,85,2320,2,10,11,545,8,686,4,139,33,1707,1,100,17,1198,1,185,20,284,6,372,0,0,518,25597,0,1,5,275,0,11,9,198,10,1134,4,1394,0,6,0,1,6,232,6,167,0,11,3,265,0,1,6,283,0,44,4,56,0,9,96,6884,3,530,0,8,0,4,5,342,0,0,1,42,0,8,180,2479,0,0,4,43,0,1,5,1048,2,28,0,45,2,118,12,572,92,4111,0,2,0,26,9,2030,0,4,3,55,6,20,0,240,11,1197,5,310,0,86,75,1638,2,259,0,0,4,701,0,70,122,2984,391,4219,150,6472,57,409,2,585,1,59,115,168,368,9072,0,11,0,0,6,882,0,0,0,0,-1,1,16,1183,14,1751,3,472,1,42,8,193,1,121,0,10,3,46,0,21,10,97,2,230,1,16,47,4036,51,3060,0,1,0,7,83,4975,7,70,2,602,0,0,7,273,4,24,0,0,24,407,0,0,33,2932,0,10,13,395,0,1,11,317,58,1600,98,6246,4,987,97,1849,17,213,58,3567,417,14380,1,238,0,0,0,0,13,1390,3,2063,1,228,0,1,1,58
2021-06-09,43,1432,42,819,0,9,8,342,0,7,4,165,0,0,0,10,565,26625,4,73,3,90,7,195,0,13,0,23,20,1456,36,1932,0,1,10,838,11,1143,0,12,0,4,0,14,64,2135,23,49,5,446,1687,57542,0,0,18,140,0,3,0,16,108,7256,0,27,26,1773,1,739,92,2552,0,0,7,1250,0,26,0,4,32,715,3,183,0,27,0,78,1,72,0,11,0,53,0,107,75,6733,1,38,0,1,21,728,1,51,0,0,29,983,10,5871,21,1214,0,20,0,2,3,97,3,184,22,577,2531,105792,179,6468,25,3964,147,7896,0,365,0,4,0,10,69,2084,5,64,83,2207,2,10,10,544,8,683,4,139,32,1599,1,92,20,1173,2,179,20,348,6,386,0,0,512,24866,0,1,5,289,1,12,9,176,10,1129,4,1400,0,5,0,1,6,217,6,157,0,23,3,262,0,1,5,258,0,45,4,52,0,10,88,6675,3,478,1,7,0,3,4,337,0,0,1,39,0,11,172,2563,0,0,4,45,0,1,5,1236,1,26,1,45,2,127,12,581,89,3957,0,2,0,26,8,1918,0,4,3,60,5,18,1,220,11,1293,4,305,0,90,72,1534,2,215,0,0,5,715,0,96,126,2970,316,3214,147,6500,54,395,2,609,1,69,138,165,369,9296,0,12,0,0,6,1029,0,0,0,0,-1,1,16,1184,16,1918,4,369,1,43,8,180,1,121,0,14,3,57,0,18,9,100,2,213,1,13,40,3956,49,2978,0,1,0,7,86,5418,8,84,2,592,0,0,8,269,3,23,0,0,26,368,0,0,32,2824,0,10,13,401,0,1,11,304,62,1625,94,6142,4,976,85,1733,16,200,60,3554,402,14627,1,234,0,0,0,0,13,1430,3,2066,1,252,0,1,1,60
