id,wahlkreis17,gültigerst17,gültigzweit17,cduerst17,spderst17,fdperst17,linerst17,gruerst17,csuerst17,unionerst17,parteierst17,maxerst17,cduzweit17,spdzweit17,fdpzweit17,linzweit17,gruzweit17,csuzweit17,unionzweit17,parteizweit17,maxzweit17,unionmaxerst17,spdmaxerst17,fdpmaxerst17,linmaxerst17,grumaxerst17,unionmaxzweit17,spdmaxzweit17,fdpmaxzweit17,linmaxzweit17,grumaxzweit17,wahlkreis13,gültigerst13,gültigzweit13,cduerst13,spderst13,fdperst13,linerst13,gruerst13,csuerst13,unionerst13,parteierst13,maxerst13,cduzweit13,spdzweit13,fdpzweit13,linzweit13,gruzweit13,csuzweit13,unionzweit13,parteizweit13,maxzweit13,unionmaxerst13,spdmaxerst13,fdpmaxerst13,linmaxerst13,grumaxerst13,unionmaxzweit13,spdmaxzweit13,fdpmaxzweit13,linmaxzweit13,grumaxzweit13
193,Erfurt – Weimar – Weimarer Land II,165925,166158,27.3,18.2,6,18.7,7.1,0,27.3,cduerst,1,25.4,14.2,8.6,19.4,7.6,0,25.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Erfurt - Weimar - Weimarer Land II,153678,154106,37.1,23.9,1.2,23.4,6,0,37.1,cduerst,1,34.5,17.6,2.6,23,8.5,0,34.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
194,Gera – Greiz – Altenburger Land,174113,174392,30.4,11.8,5.6,18.7,2.1,0,30.4,cduerst,1,27.3,11.4,8.2,17.4,2.7,0,27.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Gera - Jena - Saale-Holzland-Kreis,165521,165579,36.1,18.3,1.7,27,4.8,0,36.1,cduerst,1,34.8,15.9,2.8,25.6,6.9,0,34.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,169352,169751,30.9,11.7,6.1,17.1,3.4,0,30.9,cduerst,1,28.1,12,7.8,16.5,3,0,28.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Greiz - Altenburger Land,113701,113873,44.9,14,1.6,24.3,2.8,0,44.9,cduerst,1,41.8,14.2,2.7,23,3.4,0,41.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,167872,168098,33.5,13.5,4.9,18.3,2.6,0,33.5,cduerst,1,30.3,13.6,6.7,16.9,3.3,0,30.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,143863,144656,41.1,19.8,2.3,26.4,3.9,0,41.1,cduerst,1,37.9,15.9,2.5,24.8,3.8,0,37.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
197,Neuwied,178205,179060,43.2,28.6,6.1,5.3,5.3,0,43.2,cduerst,1,38.2,25.4,10.1,6.3,6,0,38.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Suhl - Schmalkalden-Meiningen - Hildburghausen,128532,128694,42,18.3,1.4,27.3,2.9,0,42,cduerst,1,39.7,16.3,2.4,25,4,0,39.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
198,Ahrweiler,149595,149989,42.8,27.4,8.7,4.5,5.8,0,42.8,cduerst,1,40.6,22.7,11.6,5.7,6.7,0,40.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Neuwied,170289,171156,46.9,37.3,2.3,4.5,4,0,46.9,cduerst,1,45.6,28.6,4.7,5.2,6.2,0,45.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
199,Koblenz,149009,149629,41.3,28.7,6.5,5.2,6.2,0,41.3,cduerst,1,37.8,23.8,10.8,6.9,7.9,0,37.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Ahrweiler,139491,140660,55.5,28,2.4,4.5,5.6,0,55.5,cduerst,1,48.8,24.6,5.6,4.7,6.6,0,48.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
200,Mosel/Rhein-Hunsrück,132828,133704,44.1,25.2,8.7,5.3,4.9,0,44.1,cduerst,1,41.6,23,11.2,6.1,5.6,0,41.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Koblenz,139695,140863,48,30.8,2.7,4.9,8,0,48,cduerst,1,45,27.1,5.4,5.2,7.7,0,45,cduzweit,1,0,0,0,0,0,0,0,0,0,0
201,Kreuznach,137794,138211,37,31.5,6.8,5.5,4.9,0,37,cduerst,1,34.1,27.4,9.9,6.9,6.2,0,34.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Mosel/Rhein-Hunsrück,126151,126952,53.6,27.9,3.2,4.5,4,0,53.6,cduerst,1,49.4,24.6,6.3,4.8,5.7,0,49.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
202,Bitburg,124382,125048,51.2,25.7,7,5.5,0,0,51.2,cduerst,1,44.5,21.8,10.3,5.9,6.2,0,44.5,cduzweit,1,0,0,0,0,5,0,0,0,0,0,Kreuznach,128890,129804,41.4,37.6,2.9,5.2,4.4,0,41.4,cduerst,1,41.1,31.4,5.6,5.8,6.3,0,41.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
203,Trier,149338,149881,37.9,33.7,5.3,6.6,6.5,0,37.9,cduerst,1,37.3,24.7,9.2,8.6,9,0,37.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Bitburg,116592,117267,56,26.3,3.3,3.3,5,0,56,cduerst,1,52.2,22.3,6.1,4.4,6.1,0,52.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
204,Montabaur,158697,161759,43.3,29.8,9.2,7,5.2,0,43.3,cduerst,1,37.5,24.7,10.9,5.9,6.2,0,37.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Trier,137813,138524,48.8,31.1,1.9,5.6,6.9,0,48.8,cduerst,1,44,26.3,4.9,6.3,9.5,0,44,cduzweit,1,0,0,0,0,0,0,0,0,0,0
205,Mainz,200319,200879,35.7,28,6.9,6.4,10.8,0,35.7,cduerst,1,32.7,22,11.3,8.5,13.1,0,32.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Montabaur,151773,152831,49.3,31,2.4,4.8,5.9,0,49.3,cduerst,1,45.2,27.8,5.2,5.1,6.3,0,45.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
206,Worms,167176,167665,41.1,26.7,6,5.1,6.7,0,41.1,cduerst,1,32.6,25.3,10.5,6.4,8,0,32.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Mainz,192493,193553,40.1,34.9,5,4.3,10,0,40.1,cduerst,1,38.4,26.7,6.6,5.5,13.1,0,38.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
207,Ludwigshafen/Frankenthal,159181,159457,32.1,31.9,7.5,5.6,5.5,0,32.1,cduerst,1,30.9,25,10.2,6.7,7.3,0,30.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Worms,145975,146358,42,37,2.5,3.7,5.6,0,42,cduerst,1,39.4,29.8,5.9,5.1,8.4,0,39.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
208,Neustadt – Speyer,173721,174337,40,25.3,6.8,4.7,7.6,0,40,cduerst,1,35.2,21.7,11,6,8.8,0,35.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Ludwigshafen/Frankenthal,151762,152420,43.3,35.6,2.5,4.9,4.8,0,43.3,cduerst,1,39,29.5,5.2,5.6,7.2,0,39,cduzweit,1,0,0,0,0,0,0,0,0,0,0
209,Kaiserslautern,169379,169764,31.3,33.9,5.5,7.2,5.1,0,31.3,spderst,2,29.1,28.3,9.1,8,6.7,0,29.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Neustadt - Speyer,161570,162803,47.9,28.6,2.7,4.5,8.1,0,47.9,cduerst,1,43.7,25.8,5.7,4.8,8.5,0,43.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
210,Pirmasens,132235,132716,36.8,28.8,6.7,6.1,4.2,0,36.8,cduerst,1,35.8,24.7,8.9,7.2,4.6,0,35.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Kaiserslautern,158986,159868,37.2,38.5,2.3,7.4,5.3,0,37.2,spderst,2,35.9,32.7,4.6,7.6,7.1,0,35.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
211,Südpfalz,170011,170407,40.3,26,6,4.7,7.9,0,40.3,cduerst,1,34.8,21.9,10.3,6.4,8.7,0,34.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Pirmasens,124668,125594,45.9,32.2,2.8,6,4.1,0,45.9,cduerst,1,43.7,28,5.1,6.5,4.7,0,43.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
212,Altötting,125538,125910,0,12.3,5.6,4.8,6,54.5,54.5,csuerst,6,0,12.3,8.9,5.3,6.8,44,44,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Südpfalz,155116,155844,48.8,28,4,4.1,7.1,0,48.8,cduerst,1,42.7,26,6.2,4.8,8.5,0,42.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
213,Erding – Ebersberg,162248,162602,0,14.9,7.3,4,10.2,48.2,48.2,csuerst,6,0,12.3,11.9,5.1,10.9,39.1,39.1,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Altötting,110861,110861,0,14.4,2.1,2.6,5.4,65.8,65.8,csuerst,6,0,15.2,3.9,2.9,5.8,58.6,58.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0
214,Freising,185177,185632,0,13.5,7.2,5,9.4,43,43,csuerst,6,0,12.4,10.4,5.1,9.7,39.7,39.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Erding - Ebersberg,142543,142697,0,19.1,2.2,2.6,8,55.4,55.4,csuerst,6,0,16.6,5.1,2.9,8.8,51.1,51.1,csuzweit,6,0,0,0,0,0,0,0,0,0,0
215,Fürstenfeldbruck,189300,189847,0,18.7,7.2,4.1,9.1,43.6,43.6,csuerst,6,0,13.7,11.6,5.1,11,39.8,39.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Freising,154442,154775,0,17.6,2.5,2.9,11.8,52.9,52.9,csuerst,6,0,16.3,4.7,3.2,9.3,51,51,csuzweit,6,0,0,0,0,0,0,0,0,0,0
216,Ingolstadt,182472,182845,0,13.6,5.1,4.8,6.3,49.5,49.5,csuerst,6,0,13.4,9.4,5.4,7.2,41.7,41.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Fürstenfeldbruck,187040,187253,0,20.1,2.2,2.7,7.8,55.6,55.6,csuerst,6,0,18.5,5,3,8.9,50.4,50.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0
217,München-Nord,173121,173528,0,26,9.6,6,13.1,32.2,32.2,csuerst,6,0,16.7,15.1,8.2,16.9,28.8,28.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Ingolstadt,173332,173199,0,16.5,2,3.9,6.5,61.5,61.5,csuerst,6,0,17.3,4.3,3.6,6.2,55.9,55.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
218,München-Ost,185687,186168,0,21.3,8.9,6.3,15.2,36.8,36.8,csuerst,6,0,16,14.7,7.6,16,31.4,31.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,München-Nord,154757,155244,0,31.4,3.7,3.7,10.3,43.2,43.2,csuerst,6,0,24.7,8.2,4.6,13.6,36.8,36.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
219,München-Süd,169397,169824,0,23.5,9.1,7.4,13.8,33,33,csuerst,6,0,16.2,13.3,8.7,17.4,29.8,29.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,München-Ost,167440,168042,0,28.7,4.1,3.4,10.2,44.6,44.6,csuerst,6,0,23.3,8.2,4.2,12.9,39.5,39.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
220,München-West/Mitte,192077,192621,0,23.1,9,7.1,16.3,33.3,33.3,csuerst,6,0,15.9,13.7,8.6,18.5,29.8,29.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,München-Süd,153171,153397,0,28.4,3,3.9,11.4,43.4,43.4,csuerst,6,0,24,7,4.8,14,37.9,37.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
221,München-Land,196136,196365,0,16.3,9.3,3.9,13.7,43.5,43.5,csuerst,6,0,14,15.3,5.1,12.6,37.3,37.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0,München-West/Mitte,173019,173533,0,28.6,4,4.1,13.1,42.6,42.6,csuerst,6,0,23.7,7.4,4.8,15.6,37,37,csuzweit,6,0,0,0,0,0,0,0,0,0,0
222,Rosenheim,184948,185457,0,11.8,7.4,3.8,9.4,45.9,45.9,csuerst,6,0,11.3,11,5.1,10,40.5,40.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0,München-Land,190872,190860,0,20.3,3.9,2.1,11.1,52.5,52.5,csuerst,6,0,19.6,8.5,2.8,9.9,46.9,46.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
223,Bad Tölz-Wolfratshausen – Miesbach,131254,131817,0,11.3,8.2,5.3,13.6,47.6,47.6,csuerst,6,0,11,12.4,4.9,10.3,41.6,41.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Rosenheim,161622,161811,0,12.5,2.6,2.4,9.4,58.1,58.1,csuerst,6,0,14.8,5,2.9,8.4,54.1,54.1,csuzweit,6,0,0,0,0,0,0,0,0,0,0
224,Starnberg – Landsberg am Lech,175679,176266,0,16.7,9.6,4,11.9,42.1,42.1,csuerst,6,0,12.7,14.2,5.4,13.1,38.3,38.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Starnberg,180104,181088,0,17.6,7.4,2.8,8.9,54.1,54.1,csuerst,6,0,15.1,7.4,2.6,9.1,51.5,51.5,csuzweit,6,0,0,3,0,0,0,0,0,4,0
225,Traunstein,159225,159569,0,16.1,5.7,4.5,8.1,50.3,50.3,csuerst,6,0,11.9,9.2,5.3,9.2,44.6,44.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Traunstein,139912,140330,0,17.6,2.4,2.9,8.6,62.6,62.6,csuerst,6,0,14.9,4.4,3,8.8,57.3,57.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0
226,Weilheim,133038,133567,0,14.8,7,4.7,9.1,47.9,47.9,csuerst,6,0,11.5,10.4,5.4,9.5,42.9,42.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Weilheim,182216,182770,0,16.5,2.9,2.9,8.5,57.2,57.2,csuerst,6,0,15.5,5.2,3.1,8.8,52.5,52.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
227,Deggendorf,118391,118754,0,17.4,4,4.2,4.5,44.1,44.1,csuerst,6,0,14.2,7.6,5,4.7,40.6,40.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Deggendorf,93098,93202,0,15.9,2.1,3,4.5,61.4,61.4,csuerst,6,0,16.6,3.8,3.3,4.4,56.3,56.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0
228,Landshut,191235,191700,0,13.6,8.5,3.6,6.5,39.6,39.6,csuerst,6,0,13.1,10.1,4.8,7.2,39.4,39.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Landshut,169996,170438,0,16.2,3,2.9,8.3,58.1,58.1,csuerst,6,0,15.9,4.7,3,6.7,54,54,csuzweit,6,0,0,0,0,0,0,0,0,0,0
229,Passau,130171,130571,0,18.9,6.1,4.8,5.6,47.5,47.5,csuerst,6,0,15.1,9.1,5.6,6.4,40.5,40.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Passau,116111,116442,0,19.7,0,3.2,5.1,59.8,59.8,csuerst,6,0,18.6,4.5,3.8,5.9,53.9,53.9,csuzweit,6,0,0,3,0,0,0,0,0,0,0
230,Rottal-Inn,123060,123505,0,14.4,7,3.9,4.9,45,45,csuerst,6,0,12.8,9.1,4.5,5.2,42.7,42.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Rottal-Inn,102641,102972,0,16.2,2,2.6,4.7,61.1,61.1,csuerst,6,0,15.2,4.1,2.7,4.9,58.8,58.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
231,Straubing,128050,128209,0,16.8,4.4,3.7,3.6,47.6,47.6,csuerst,6,0,13.7,8,4.4,4.6,41.9,41.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Straubing,110370,110549,0,17.6,2.4,2.5,3.2,61.2,61.2,csuerst,6,0,16.1,4.2,3,3.9,57.8,57.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
232,Amberg,167850,168205,0,15.2,5,4.4,6.9,47.7,47.7,csuerst,6,0,15.5,7.6,5.3,7.1,42.6,42.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Amberg,149479,149736,0,20.9,2.1,3.3,4.9,58.4,58.4,csuerst,6,0,19.4,3.8,3.4,6,53.5,53.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
233,Regensburg,196889,197661,0,16.7,6.2,6,9.3,40.1,40.1,csuerst,6,0,14.5,9,6.7,10.3,37.8,37.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Regensburg,170560,170639,0,22,4,3.4,8.3,48.5,48.5,csuerst,6,0,19.3,4.6,3.9,9.2,48.4,48.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0
234,Schwandorf,159086,161281,0,24.2,4.6,5,3.9,48.5,48.5,csuerst,6,0,16.2,6.6,4.6,4.5,41.4,41.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Schwandorf,140117,139800,0,24.8,1.7,2.7,3.2,57.7,57.7,csuerst,6,0,19.4,3.4,3.2,4.2,54.7,54.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0
235,Weiden,128191,129342,0,22.3,4.1,4.4,3.6,46.2,46.2,csuerst,6,0,19,6.6,4.8,5,43.1,43.1,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Weiden,117789,117710,0,22,1.5,2.6,3.8,55.1,55.1,csuerst,6,0,22.5,3.4,3.4,4.3,52.8,52.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
236,Bamberg,144133,144421,0,20.4,6.5,5.2,9.2,42.1,42.1,csuerst,6,0,15.6,9.5,6.5,9.9,38.9,38.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Bamberg,125874,125949,0,22.9,3.4,3.5,8.2,52.2,52.2,csuerst,6,0,19.8,4.8,4.1,8.9,48.9,48.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
237,Bayreuth,126171,126529,0,21.2,6.6,4.3,7.1,46.5,46.5,csuerst,6,0,18.3,9,5.5,7.9,41.9,41.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Bayreuth,114472,114804,0,25.6,2.7,2.8,6.3,55.9,55.9,csuerst,6,0,23.2,4.8,3.3,6.8,49.5,49.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
238,Coburg,121693,122179,0,26.4,4.8,5.2,5.9,45.3,45.3,csuerst,6,0,22.6,8.2,5.6,6.7,39.6,39.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Coburg,110393,110370,0,32.4,1.7,3.3,3.9,50.1,50.1,csuerst,6,0,27.8,4,4,5.7,46.7,46.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0
239,Hof,125858,125792,0,23.6,3.7,4.4,4.7,47,47,csuerst,6,0,22.1,7.9,5.7,5.6,38.8,38.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Hof,117749,117637,0,28.6,1.3,4.5,5.5,55.1,55.1,csuerst,6,0,26.7,3.8,4.8,5.4,46.9,46.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
240,Kulmbach,133677,133912,0,16.1,4,3.8,4.4,55.4,55.4,csuerst,6,0,17.7,7.7,4.8,5.9,43.4,43.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Kulmbach,121082,121100,0,22.8,1.6,3,4,56.9,56.9,csuerst,6,0,21.5,3.7,3.6,5.3,52.3,52.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0
241,Ansbach,183903,184418,0,18.4,4.2,6.1,7.6,44.3,44.3,csuerst,6,0,17.1,7.5,6.6,8.8,40.4,40.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Ansbach,164872,165097,0,23.2,4.5,3.8,5.9,53.3,53.3,csuerst,6,0,22.2,4.6,3.9,8.3,47.6,47.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0
242,Erlangen,147160,147372,0,21,5.9,5.9,11,42.7,42.7,csuerst,6,0,17.4,10.2,7.5,13.5,35.6,35.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Erlangen,134323,134249,0,26.3,2.2,4.2,8.9,48.5,48.5,csuerst,6,0,24.3,5.5,4.4,11.5,41.7,41.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0
243,Fürth,197027,197344,0,22.9,5.4,6.8,9.7,39.9,39.9,csuerst,6,0,18.8,8.9,7.8,10.4,35.2,35.2,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Fürth,176841,176707,0,27.1,1.8,4.3,8.3,49.2,49.2,csuerst,6,0,25.2,4.7,5,9.1,42.8,42.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
244,Nürnberg-Nord,144923,145303,0,25.6,7.2,10,12.7,31.3,31.3,csuerst,6,0,18.2,10.6,11.7,15.1,27.6,27.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Nürnberg-Nord,131621,131647,0,31.7,2.7,6.2,10.1,39.4,39.4,csuerst,6,0,26.8,5.4,7.1,13.3,34.8,34.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
245,Nürnberg-Süd,130675,130978,0,26.5,5.8,8.2,7.8,35.6,35.6,csuerst,6,0,21,8.6,8.9,9.3,31.2,31.2,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Nürnberg-Süd,120657,120575,0,32.3,1.8,5,6.8,44.4,44.4,csuerst,6,0,28.5,4.2,5.8,8,40.5,40.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
246,Roth,184186,184554,0,20.6,4.7,4.8,7.9,44.5,44.5,csuerst,6,0,18.4,8.7,6.3,9.8,37.8,37.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Roth,167199,167453,0,27.6,3.2,3.6,6.7,50.6,50.6,csuerst,6,0,24.5,4.5,3.8,8.5,45.5,45.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
247,Aschaffenburg,142890,143430,0,16.6,8,4.8,9.2,48.1,48.1,csuerst,6,0,17.6,10.9,6.1,9.4,38.4,38.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Aschaffenburg,128900,129346,0,25.1,3.3,2.8,8,52.4,52.4,csuerst,6,0,22,5.4,3.6,8.6,47.7,47.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0
248,Bad Kissingen,169407,169902,0,19.1,5.6,5.4,7.1,51.1,51.1,csuerst,6,0,15.8,8.9,5.9,6.7,44.6,44.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Bad Kissingen,153533,153622,0,19.9,2.9,4.5,7.9,57.9,57.9,csuerst,6,0,18.2,4.8,4.5,6.4,53.9,53.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
249,Main-Spessart,155377,155968,0,22.6,5,4.8,7.1,46.6,46.6,csuerst,6,0,18.5,8.8,5.5,7.7,41.8,41.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Main-Spessart,141113,141430,0,23.3,2.6,3.1,6.2,51.7,51.7,csuerst,6,0,21.6,4.5,3.4,7.1,49.5,49.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
250,Schweinfurt,154269,154941,0,17.1,6.2,7.8,7.4,47.9,47.9,csuerst,6,0,16.9,8.9,6.7,7.6,41.1,41.1,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Schweinfurt,139562,139859,0,23.1,2.1,5.4,5.8,54.8,54.8,csuerst,6,0,20.6,4.2,5,7.1,51,51,csuzweit,6,0,0,0,0,0,0,0,0,0,0
251,Würzburg,181297,181907,0,18.7,8,5.6,14,42.2,42.2,csuerst,6,0,17.7,10.3,7.1,13,37.2,37.2,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Würzburg,165229,165271,0,25.5,3.2,3.3,10,48.9,48.9,csuerst,6,0,22.5,5.1,4,11.7,44.9,44.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0
252,Augsburg-Stadt,151642,152054,0,19.3,6.1,8.5,13.9,34.8,34.8,csuerst,6,0,15.9,10,9,12.4,31.8,31.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Augsburg-Stadt,132024,132266,0,25.1,3.4,4.9,11,44.4,44.4,csuerst,6,0,22.2,4.7,5.6,10.5,43.6,43.6,csuzweit,6,0,0,0,0,0,0,0,0,0,0
253,Augsburg-Land,197263,197846,0,14.1,6.1,3.7,7.5,47.8,47.8,csuerst,6,0,12.8,10.4,4.9,8.8,41.4,41.4,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Augsburg-Land,174639,175010,0,17.7,2.3,3,6.9,60.6,60.6,csuerst,6,0,17.2,4.6,3.2,7.2,53.7,53.7,csuzweit,6,0,0,0,0,0,0,0,0,0,0
254,Donau-Ries,146456,146825,0,18.1,5,4.2,6.4,47,47,csuerst,6,0,13.8,9.2,4.6,6.9,43.3,43.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Donau-Ries,129495,129758,0,17.7,2.4,4.5,6.3,60.6,60.6,csuerst,6,0,16.7,4.5,3.3,6,55.5,55.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0
255,Neu-Ulm,180376,180775,0,14.6,6,4.4,9.2,44.6,44.6,csuerst,6,0,13.7,10.3,5.1,8.2,39.9,39.9,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Neu-Ulm,159917,160366,0,18.4,2.7,3.5,7.8,57.5,57.5,csuerst,6,0,18.1,4.7,3.7,6.5,52.8,52.8,csuzweit,6,0,0,0,0,0,0,0,0,0,0
256,Oberallgäu,175197,175345,0,12.2,7,4.7,9.2,50.4,50.4,csuerst,6,0,12.4,10.8,5.8,11.3,41.5,41.5,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Oberallgäu,154104,154551,0,17.3,3.6,3.6,8.4,60.7,60.7,csuerst,6,0,16,5.7,3.6,9.3,52.3,52.3,csuzweit,6,0,0,0,0,0,0,0,0,0,0
257,Ostallgäu,189889,190169,0,11.4,5.6,5.3,8.7,49.2,49.2,csuerst,6,0,12.1,10.5,5.5,8.5,42,42,csuzweit,6,0,0,0,0,0,0,0,0,0,0,Ostallgäu,166212,166340,0,15,1.7,2.8,6,59.8,59.8,csuerst,6,0,15,4.6,3.2,7.1,55.1,55.1,csuzweit,6,0,0,0,0,0,0,0,0,0,0
258,Stuttgart I,159677,159985,32,12.8,8.4,6.5,29.7,0,32,cduerst,1,28.9,14.6,16.4,9.3,19.6,0,28.9,cduzweit,1,0,0,0,0,5,0,0,0,0,0,Stuttgart I,151248,151500,42,16.6,2.6,3.9,27.5,0,42,cduerst,1,37.5,21,8.3,6.2,17.5,0,37.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
259,Stuttgart II,137837,138027,33.5,18.5,8.6,8.9,15.9,0,33.5,cduerst,1,29.1,17,13.9,9.1,15.3,0,29.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Stuttgart II,132835,133041,43.8,26.1,2.7,5,13.9,0,43.8,cduerst,1,39.3,22.9,6.7,6.7,13.8,0,39.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
