date,Deutschland,Deutschland,Albanienerste,Albanienzweite,Andorraerste,Andorrazweite,Anguillaerste,Anguillazweite,Argentinienerste,Argentinienzweite,Aserbaidschanerste,Aserbaidschanzweite,Australienerste,Australienzweite,Bahrainerste,Bahrainzweite,Bangladescherste,Bangladeschzweite,Barbadoserste,Barbadoszweite,Belaruserste,Belaruszweite,Belgienerste,Belgienzweite,Belizeerste,Belizezweite,Bermudaerste,Bermudazweite,Bolivienerste,Bolivienzweite,Brasilienerste,Brasilienzweite,Bulgarienerste,Bulgarienzweite,Cayman Islandserste,Cayman Islandszweite,Chileerste,Chilezweite,Costa Ricaerste,Costa Ricazweite,Dänemarkerste,Dänemarkzweite,Dominicaerste,Dominicazweite,Dominikanische Republikerste,Dominikanische Republikzweite,Ecuadorerste,Ecuadorzweite,El Salvadorerste,El Salvadorzweite,Estlanderste,Estlandzweite,Falkland Inselnerste,Falkland Inselnzweite,Finnlanderste,Finnlandzweite,Frankreicherste,Frankreichzweite,Ghanaerste,Ghanazweite,Gibraltarerste,Gibraltarzweite,Grenadaerste,Grenadazweite,Griechenlanderste,Griechenlandzweite,Großbritannienerste,Großbritannienzweite,Guernseyerste,Guernseyzweite,Guyanaerste,Guyanazweite,Hongkongerste,Hongkongzweite,Indienerste,Indienzweite,Indonesienerste,Indonesienzweite,Iranerste,Iranzweite,Irlanderste,Irlandzweite,Islanderste,Islandzweite,Isle of Manerste,Isle of Manzweite,Israelerste,Israelzweite,Italienerste,Italienzweite,Jerseyerste,Jerseyzweite,Kambodschaerste,Kambodschazweite,Kanadaerste,Kanadazweite,Kolumbienerste,Kolumbienzweite,Kroatienerste,Kroatienzweite,Kuwaiterste,Kuwaitzweite,Lettlanderste,Lettlandzweite,Litauenerste,Litauenzweite,Luxemburgerste,Luxemburgzweite,Malaysiaerste,Malaysiazweite,Maltaerste,Maltazweite,Marokkoerste,Marokkozweite,Mauritiuserste,Mauritiuszweite,Mexikoerste,Mexikozweite,Moldawienerste,Moldawienzweite,Montenegroerste,Montenegrozweite,Montserraterste,Montserratzweite,Neuseelanderste,Neuseelandzweite,Niederlandeerste,Niederlandezweite,Norwegenerste,Norwegenzweite,Omanerste,Omanzweite,Österreicherste,Österreichzweite,Pakistanerste,Pakistanzweite,Paraguayerste,Paraguayzweite,Peruerste,Peruzweite,Philippinenerste,Philippinenzweite,Polenerste,Polenzweite,Portugalerste,Portugalzweite,Ruandaerste,Ruandazweite,Rumänienerste,Rumänienzweite,Russlanderste,Russlandzweite,Saint Luciaerste,Saint Luciazweite,San Marinoerste,San Marinozweite,Schwedenerste,Schwedenzweite,Schweizerste,Schweizzweite,Senegalerste,Senegalzweite,Serbienerste,Serbienzweite,Seychellenerste,Seychellenzweite,Simbabweerste,Simbabwezweite,Singapurerste,Singapurzweite,Slowakeierste,Slowakeizweite,Slowenienerste,Slowenienzweite,Spanienerste,Spanienzweite,Südafrikaerste,Südafrikazweite,Südkoreaerste,Südkoreazweite,Trinidad Tobagoerste,Trinidad Tobagozweite,Tschechienerste,Tschechienzweite,Türkeierste,Türkeizweite,Turks-und Caicosinselnerste,Turks-und Caicosinselnzweite,Ukraineerste,Ukrainezweite,Ungarnerste,Ungarnzweite,Uruguayerste,Uruguayzweite,USAerste,USAzweite,Venezuelaerste,Venezuelazweite,Vereinigte Arabische Emirateerste,Vereinigte Arabische Emiratezweite,Zypernerste,Zypernzweite
2021-02-20,3.92,2.09,,,,,,,0.99,0.58,,,0,,15.97,,1.26,,5.51,,,,3.69,2.48,,,,,,,2.71,0.5,1.17,0.39,16.01,11.62,14.9,0.29,,,5.35,3.02,,,0.12,,,,,,4.62,1.95,,,4.99,1.31,3.78,1.7,,,49.75,37.32,,,4.47,2.18,25.9,0.91,,,,,,,0.72,0.06,0.45,0.27,,,4.45,2.64,,,14.66,5.54,49.68,33.84,3.58,2.22,,,,,2.78,1.07,0.07,,,,,,1.51,0.89,4.5,2.49,,,,,9.77,4.57,6.63,0.04,,,0.94,0.35,,,0,,,,0,,,,5.44,1.86,0.85,0.37,3.64,2.38,,,,,0.58,,,,4.68,2.45,4.06,2.38,,,4.1,2.93,,,,,,,,,5.61,1.78,,,,,,,,,,,4.97,1.75,4.61,2.44,,,0.02,0.02,,,,,3.2,1.96,6.52,1.22,,,,,4.61,1.97,,,12.8,5.35,,,,,4.29,2.19
2021-02-21,3.99,2.12,,,,,,,1.01,0.58,,,0,,16.16,,,,5.76,,,,3.7,2.48,,,,,,,2.74,0.53,1.33,0.39,,,14.91,0.29,,,5.53,3.03,,,0.13,,,,,,4.67,1.96,,,5.2,1.37,3.78,1.71,,,52.91,37.42,,,4.49,2.2,26.11,0.92,,,,,0,,0.73,0.07,,,,,4.5,2.67,,,15.01,5.57,50.59,34.75,3.65,2.22,25.75,3.25,,,2.86,1.11,0.08,,,,,,1.56,,,,3.72,1.23,,,9.94,4.65,,,,,0.96,0.35,,,,,,,,,4.64,1.28,5.44,1.86,0.89,0.37,3.7,2.39,0.03,,0,,0.59,,,,4.72,2.46,4.21,2.42,,,4.17,2.99,,,,,,,4.38,2.3,5.78,2,,,,,44.72,21.96,,,,,5.09,1.75,4.61,2.44,4.05,2.56,0.03,0.03,,,,,3.21,1.97,6.54,1.25,,,,,4.69,2.08,,,13.05,5.64,,,,,,
2021-02-22,4.11,2.19,0.21,0.02,,,,,1.02,0.58,,,0,,16.35,,1.4,,6.64,,,,3.78,2.5,,,19.76,7.66,,,2.76,0.55,1.48,0.4,,,15.47,0.29,1.12,0.86,5.77,3.04,,,,,,,0.09,,4.71,1.99,49.73,,,,3.84,1.82,,,56.1,37.78,,,4.67,2.34,26.39,0.95,,,0.24,,,,0.75,0.08,,,,,4.58,2.7,5.05,3.09,15.38,5.56,51.57,35.67,3.82,2.23,,,,,2.94,1.19,0.09,,2.64,1.41,,,1.65,0.89,4.64,2.55,3.78,1.32,,,10.23,4.79,6.91,0.06,,,0.99,0.35,,,,,,,,,,,5.49,1.86,0.92,0.37,3.76,2.41,,,,,0.68,,,,4.82,2.47,4.24,2.43,,,4.26,3.07,,,,,,,,,5.82,2.07,0,,,,,,0.01,,,,5.19,1.88,4.63,2.44,4.19,2.58,0.04,0.04,,,0.03,,3.3,2.03,6.8,1.3,,,,,4.73,2.13,,,13.2,5.81,0,,,,,
2021-02-23,4.23,2.25,,,,,,,1.07,0.59,,,0.01,,16.54,,1.51,,7.67,,,,3.89,2.57,,,,,,,2.82,0.61,1.71,0.43,18.63,11.71,15.96,0.29,,,6.02,3.08,,,,,,,,,4.86,2.06,,,,,3.92,1.94,,,58.94,38.13,,,4.85,2.47,26.87,0.99,,,,,,,0.77,0.1,0.46,0.29,,,4.84,2.72,5.09,3.09,15.38,5.84,52.46,36.48,3.98,2.24,,,0.05,,3.02,1.24,0.09,,,,,,1.77,0.89,4.92,2.59,3.92,1.42,0,,10.65,4.93,7.14,0.08,,,1.04,0.36,,,,,13.04,,,,,,5.59,1.96,0.95,0.37,3.87,2.46,,,,,0.75,,,,,,4.36,2.45,,,4.35,3.13,,,,,,,,,5.87,2.15,0,,12.16,6.95,47.98,23.77,0.03,,,,5.3,2,4.7,2.44,4.41,2.61,0.05,0.05,,,,,3.42,2.09,7.24,1.4,,,,,4.88,2.16,,,13.32,5.94,,,35.19,22.12,5.05,2.32
2021-02-24,4.37,2.32,,,3.09,,,,1.14,0.59,,,0.03,,16.75,,1.62,,8.9,,,,4.01,2.63,,,,,,,2.88,0.68,1.96,0.46,19.34,11.8,16.41,0.29,,,6.25,3.11,,,0.24,,0.12,0.02,,,5.15,2.13,,,5.46,1.36,4,2.06,,,60.68,38.37,,,5.01,2.61,27.53,1.03,,,,,,,0.79,0.11,0.5,0.3,,,5.16,2.76,,,15.43,6.12,53.16,37.2,4.17,2.25,,,,,3.1,1.28,0.1,,3.06,1.42,,,2,0.9,5.31,2.62,4.04,1.51,,,11.11,5.1,7.89,0.1,,,1.11,0.37,,,,,,,0.02,,,,5.79,2.37,,,4.04,2.49,,,,,0.82,,,,5.18,2.73,4.6,2.47,,,4.44,3.18,,,,,,,,,6.09,2.55,0.02,,12.59,7.16,,,0.05,,,,5.42,2.12,5.03,2.45,4.71,2.63,0.07,0.07,,,,,3.55,2.15,7.53,1.5,,,,,5.26,2.18,,,13.53,6.16,,,,,,
2021-02-25,4.52,2.39,,,,,,,1.24,0.6,,,0.07,,17.05,,1.73,,10.19,,,,4.2,2.7,,,,,,,2.92,0.75,2.21,0.5,,,16.86,0.29,,,6.5,3.12,,,,,,,0.25,,5.17,2.14,,,5.77,1.4,4.14,2.2,,,64.09,38.61,,,5.18,2.75,28.25,1.08,,,,,,,0.81,0.13,0.53,0.31,,,5.5,2.79,5.59,3.63,15.62,6.48,53.75,37.94,4.36,2.27,,,0.08,,3.21,1.32,0.13,,3.31,1.43,,,2.22,0.9,5.71,2.65,4.17,1.59,,,11.38,5.3,8.56,0.12,,,1.21,0.41,,,0.18,,,,,,,,5.99,2.83,,,4.22,2.53,,,0.01,,0.86,,,,,,4.87,2.5,,,4.53,3.19,,,,,,,,,6.13,2.63,0.07,,12.91,7.31,52.45,23.92,0.07,,,,5.48,2.27,5.54,2.46,5.05,2.66,0.09,0.09,0,,,,3.71,2.2,7.8,1.66,,,,,5.4,2.49,,,13.78,6.45,,,,,,
2021-02-26,4.68,2.45,,,3.27,,26.19,,1.37,0.63,,,0.1,,17.21,,,,11.7,,,,4.41,2.76,,,,,,,2.99,0.83,2.41,0.54,,,17.27,0.29,,,7.12,3.14,,,,,,,,,,,,,6.26,1.44,4.3,2.3,,,67.41,39.11,,,5.34,2.89,28.99,1.13,,,,,0.08,,0.84,0.16,0.58,0.32,,,5.79,2.84,5.74,3.68,15.99,7.39,54.04,38.3,4.55,2.29,,,,,3.36,1.36,0.16,,,,,,2.39,0.9,6.04,2.69,,,,,11.56,5.69,9.02,0.26,,,1.33,0.44,,,0.21,,,,,,,,6.13,3.01,,,4.47,2.58,,,,,0.9,,,,5.55,3.09,5.28,2.53,,,4.63,3.2,,,,,,,,,6.17,2.7,0.13,,13.02,7.45,,,0.08,,,,5.55,2.43,5.88,2.49,,,0.11,0.11,0.04,,,,3.86,2.25,8,1.84,,,0.01,,5.83,2.53,,,14.11,6.76,,,,,6.12,2.58
2021-02-27,4.81,2.5,,,,,,,1.54,0.64,,,0.12,,17.35,,1.81,,12.79,,,,4.44,2.76,,,21.93,11.31,,,3.03,0.89,2.48,0.54,,,17.32,0.29,,,7.24,3.16,,,,,,,,,5.84,2.53,,,6.53,1.46,4.38,2.33,,,69.8,39.45,,,5.49,3.01,29.59,1.17,,,,,0.18,,0.85,0.18,0.59,0.36,,,5.97,2.86,,,16.33,8.17,54.24,38.54,4.74,2.31,,,,,3.5,1.38,0.22,,,,,,2.42,0.9,6.06,2.69,,,0.01,,11.59,6.07,9.31,0.44,,,1.41,0.44,,,,,,,,,,,6.14,3.01,,,4.72,2.6,,,,,0.92,,,,,,5.63,2.59,,,4.71,3.21,,,,,0.1,,,,6.18,2.72,0.15,,13.54,7.52,56.83,23.95,0.11,,,,5.68,2.45,5.93,2.49,,,0.11,0.11,0.04,,,,3.88,2.25,8.13,1.97,,,0.01,,7.02,2.58,0.01,,14.48,7.09,,,,,,
2021-02-28,4.91,2.53,,,,,,,1.62,0.65,,,0.13,,17.52,,1.89,,13.44,,,,4.45,2.76,0,,,,,,3.07,0.9,2.52,0.54,,,17.32,0.29,,,7.43,3.19,,,,,,,,,,,,,6.69,1.46,4.38,2.34,,,69.8,39.45,,,,,29.87,1.2,,,,,0.27,,0.86,0.18,0.62,0.37,,,6.03,2.87,,,16.61,8.62,54.7,39.17,4.85,2.33,29.87,3.28,,,3.61,1.39,0.26,,,,,,2.43,0.9,6.08,2.69,4.33,1.71,,,11.68,6.35,,,,,1.47,0.44,,,,,,,0.03,,5.86,1.94,6.15,3.02,,,4.82,2.61,,,,,0.92,,0,,5.68,3.14,5.85,2.6,,,4.76,3.21,,,,,,,5.29,2.76,6.31,2.99,0.16,,13.59,7.52,,,0.13,,,,5.78,2.45,5.93,2.49,5.49,2.7,0.12,0.12,0.04,,,,3.9,2.26,8.15,1.99,,,,,7.09,2.61,0.01,,14.88,7.41,,,,,,
2021-03-01,5.08,2.59,,,,,,,1.67,0.65,2.89,,0.13,,17.7,,,,14.31,,,,4.54,2.79,,,,,,,3.08,0.9,2.66,0.56,,,18.04,0.3,2.04,0.91,7.77,3.21,10,,0.55,,0.2,0.04,,,5.94,2.57,,,6.94,1.48,4.48,2.42,0,,,,,,5.7,3.14,30.17,1.24,,,,,0.36,,0.89,0.19,0.65,0.39,,,6.15,2.89,6.18,3.69,16.84,9.03,55.23,39.87,5.03,2.37,,,0.15,,3.73,1.43,0.29,,3.73,1.46,,,2.51,0.91,6.35,2.7,4.42,1.83,0.08,,11.97,6.57,9.67,0.63,,,1.52,0.44,,,0.24,,,,,,,,6.25,3.02,,,4.91,2.61,,,,,0.95,,,,5.79,3.15,5.92,2.6,,,4.92,3.21,2.84,0.75,,,0.81,,,,6.38,3.05,0.21,,13.91,7.7,56.84,24.64,0.14,,5.43,3.54,5.89,2.62,5.98,2.49,5.65,2.71,0.12,0.12,,,,,4.08,2.29,8.27,2.13,,,0.01,,7.47,2.62,0.53,,15.17,7.61,,,,,,
2021-03-02,5.27,2.66,,,,,,,1.82,0.67,,,0.16,,17.79,,2.03,,15.05,,,,4.67,2.84,0.1,,,,0.09,0.08,3.2,0.96,2.91,0.6,,,18.87,0.36,,,8.05,3.23,,,0.97,,,,,,6.12,2.64,,,,,4.62,2.51,,,72.28,40.68,,,5.93,3.26,30.5,1.32,,,,,0.53,,0.94,0.2,0.72,0.39,,,6.4,2.93,6.21,3.71,17.74,9.06,55.7,40.62,5.24,2.42,,,0.2,,3.89,1.45,0.33,,,,,,2.61,0.93,6.67,2.72,4.55,1.91,0.16,,12.32,6.74,9.91,0.8,,,1.56,0.44,,,,,,,,,,,6.44,3.09,,,5.14,2.64,,,,,0.96,0,0,,,,6.06,2.62,,,5.11,3.22,2.85,0.75,,,1.71,,,,6.45,3.11,0.24,,14.27,7.8,,,0.17,,,,5.99,2.79,6.09,2.49,5.93,2.75,0.13,0.13,0.17,,,,4.33,2.32,8.45,2.31,,,0.02,,7.85,2.62,0.95,,15.48,7.82,,,,,,
2021-03-03,5.48,2.74,,,,,,,1.94,0.68,3.33,,0.2,,17.86,,,,15.61,,,,4.86,2.88,0.17,,24.56,13.88,0.09,0.08,3.35,1.02,2.97,0.6,,,19.69,1.17,,,8.28,3.25,,,1.49,,,,,,,,,,7.3,1.5,4.78,2.61,,,74.86,41.85,,,6.17,3.34,30.91,1.42,,,,,0.69,,1,0.21,0.84,0.4,,,,,,,18.49,9.07,56.19,41.38,5.47,2.48,,,0.24,,4.07,1.47,0.38,,,,,,2.82,0.94,7.02,2.8,4.7,2.03,0.25,,12.8,6.87,10.15,0.98,,,1.59,0.46,,,0.31,,,,0.2,,,,6.75,3.41,,,5.4,2.66,,,,,0.98,0.03,,,6.18,3.39,6.2,2.63,,,5.31,3.22,2.94,0.82,,,2.6,,5.34,2.76,6.73,3.46,0.27,,14.7,7.86,57.21,25.02,0.19,,,,6.07,2.96,6.4,2.53,6.25,2.8,0.14,0.14,0.3,,,,4.6,2.36,8.59,2.46,,,0.02,,8.13,2.77,1.57,,15.8,8.06,,,,,,
2021-03-04,5.68,2.81,,,,,,,2.08,0.69,,,0.24,,17.96,,2.17,,16.16,,,,5.17,2.95,0.21,,,,0.09,0.08,3.49,1.09,3.19,0.67,,,20.45,2.03,,,8.58,3.28,,,2.1,,0.3,0.04,,,6.56,3,,,7.68,1.51,5,2.71,,,76.07,44.59,,,6.42,3.41,31.46,1.52,,,,,0.83,,1.07,0.23,,,,,7.01,2.99,7.76,3.72,18.5,9.07,56.64,42.26,5.71,2.56,,,,,4.27,1.48,0.41,,4.43,1.46,,,3.12,0.95,7.4,2.98,4.91,2.15,0.31,,13.34,7.03,10.35,1.12,,,,,,,,,,,,,,,7.04,3.75,,,5.66,2.69,,,,,0.99,0.1,,,6.41,3.61,6.43,2.68,,,5.5,3.26,3.22,0.9,1.14,,4.08,,5.62,2.82,6.81,3.53,0.31,,14.89,8.29,,,0.21,,5.98,3.67,6.15,3.12,6.71,2.74,6.69,2.87,0.16,0.16,0.44,,,,4.9,2.4,8.72,2.62,,,0.03,,8.93,2.9,1.83,,16.16,8.31,0.04,,,,,
2021-03-05,5.9,2.89,,,,,,,2.28,0.72,,,0.28,,18.05,,,,16.87,,,,5.46,2.99,0.25,,,,0.09,0.08,3.62,1.16,3.38,0.72,26.94,13.51,21.16,2.87,2.98,1.04,8.86,3.38,,,2.8,,0.37,0.04,,,6.96,3.18,,,8.1,1.52,5.28,2.81,,,77.66,44.98,,,6.7,3.47,32.11,1.61,,,,,0.96,,1.16,0.25,0.88,0.41,,,7.36,3.03,7.92,3.72,18.57,9.52,56.84,42.68,5.95,2.65,,,,,4.49,1.49,0.47,,,,,,3.37,0.95,7.73,3.15,,,0.35,,13.84,7.18,10.51,1.35,,,1.65,0.47,0.1,,0.36,,,,,,,,7.24,3.87,,,6,2.72,,,,,1,0.17,,,,,6.8,2.74,0.58,,5.7,3.31,3.36,0.96,,,5.54,,5.92,2.9,6.88,3.57,0.37,,15.07,8.72,58.06,25.04,0.21,,,,6.25,3.25,6.92,3,,,0.17,0.17,0.58,,,,5.15,2.45,8.83,2.74,,,0.04,,9.83,3.16,2.09,,16.61,8.58,,,,,,
2021-03-06,6.07,2.95,,,,,,,,,,,0.3,,18.05,11.72,,,17.01,,,,5.52,3,,,,,0.83,0.08,3.74,1.23,3.41,0.72,,,21.21,3,,,9.12,3.45,,,3.46,,,,,,,,,,8.67,1.53,5.56,2.83,,,80.57,45.72,,,6.96,3.51,32.72,1.65,,,,,1.12,,1.24,0.27,,,,,7.56,3.04,,,18.61,9.98,56.96,42.97,6.16,2.71,,,0.4,,4.68,1.49,0.53,,,,,,3.41,0.95,7.75,3.16,,,0.39,,14.38,7.34,10.6,1.57,,,1.68,0.47,,,0.38,,,,,,,,7.25,3.88,,,6.27,2.75,,,,,1,0.2,,,6.68,3.76,7.1,2.82,1.23,,5.9,3.36,3.48,1.03,,,6.89,,,,6.9,3.58,0.38,,15.14,9.11,,,0.22,,,,6.53,3.29,6.99,3.03,,,0.17,0.17,0.61,,,,5.26,2.46,8.9,2.81,,,0.04,,10.16,3.18,2.09,,17.15,8.9,,,,,,
2021-03-07,6.21,2.99,,,,,,,2.62,0.76,,,0.32,,18.13,11.84,2.24,,17.16,,,,5.53,3,,,,,0.83,0.08,3.83,1.26,3.43,0.72,,,21.21,3.03,,,9.32,3.52,,,,,,,,,7.65,3.31,,,,,5.72,2.84,,,83.52,46.22,,,,,32.96,1.68,,,,,1.24,,1.25,0.27,1.06,0.41,,,7.61,3.04,,,18.62,10.54,57.32,43.81,6.29,2.74,,,0.43,,4.83,1.5,,,,,,,3.41,0.95,7.75,3.16,5.21,2.26,0.43,,14.72,7.44,,,,,,,,,,,,,,,7.05,2.4,7.25,3.88,,,6.39,2.75,,,0.02,,1,0.2,0.03,,,,7.23,2.86,,,6.1,3.4,3.51,1.05,,,,,,,7.13,3.83,0.39,,15.14,9.12,,,0.22,,6.48,3.71,6.7,3.29,6.99,3.03,7.12,2.96,0.17,0.17,0.62,,,,5.35,2.47,8.92,2.84,,,0.04,,10.38,3.19,2.09,,17.6,9.18,,,,,,
2021-03-08,6.42,3.05,,,,,,,2.66,0.76,,,0.34,,18.2,11.91,,,17.19,,,,5.64,3.01,,,,,0.88,0.08,3.87,1.28,3.5,0.73,,,21.92,4.15,,,9.49,3.63,,,3.69,,0.39,0.04,,,,,,,8.69,1.53,5.89,2.91,0.65,,83.52,46.22,,,7.23,3.57,33.28,1.74,,,,,1.38,,1.37,0.29,,,,,,,8.59,3.72,18.62,10.88,57.72,44.65,6.5,2.82,,,0.47,,5.03,1.53,,,4.92,1.54,7.54,0.89,3.5,0.96,8.04,3.19,5.31,2.28,0.51,,15.31,7.74,10.73,1.76,,,1.74,0.47,,,0.49,,,,,,,,7.33,3.88,,,6.5,2.77,,,,,1.03,0.22,0.04,,6.79,3.79,7.25,2.88,,,6.3,3.42,3.52,1.05,,,7.96,,,,,,0.4,,15.89,9.16,,,0.24,,6.71,3.74,6.79,3.45,7.05,3.05,7.35,3.02,0.17,0.17,0.75,,,,5.61,2.51,8.97,2.89,,,0.04,,10.84,3.26,2.9,,17.94,9.42,,,,,,
2021-03-09,6.64,3.11,,,,,,,2.88,0.77,4.06,,0.37,,18.26,11.98,2.44,,,,,,5.74,3.04,0.37,,,,0.94,0.08,4,1.34,3.61,0.74,,,22.64,5.37,,,9.67,3.75,,,4.43,,0.39,0.04,,,7.98,3.33,,,8.86,1.53,6.14,3,,,84.39,46.92,,,7.49,3.63,33.6,1.85,,,,,1.51,,1.45,0.32,,,,,,,,,19.89,10.89,58.18,45.53,6.71,2.9,,,0.54,,5.2,1.53,,,,,,,3.62,0.96,8.41,3.24,5.52,2.31,0.61,,15.93,7.95,10.88,1.94,,,1.94,0.47,,,,,,,,,,,7.54,3.95,1.48,0.37,6.75,2.8,,,0.03,,1.05,0.23,,,6.98,3.82,7.34,2.9,,,6.52,3.45,3.53,1.06,,,9.03,,6.63,3.13,,,0.41,,16.53,9.2,58.88,27.02,0.24,,,,6.85,3.58,7.22,3.07,7.57,3.1,0.18,0.18,0.87,,,,5.92,2.56,9.1,3.02,,,0.05,,11.47,3.29,3.53,,18.27,9.6,,,,,,
2021-03-10,6.87,3.19,,,,,,,3.15,0.77,4.23,,0.42,,18.33,12.11,,,,,,,,,0.63,,,,1,0.08,4.12,1.41,3.69,0.76,,,23.29,6.64,,,9.68,3.75,,,5.04,,,,,,8.28,3.42,,,9.3,1.54,,,0.97,,85.87,47.38,,,7.75,3.68,,,,,,,1.74,,1.52,0.34,1.31,0.46,,,,,,,21.22,10.92,58.61,46.21,6.95,2.98,,,0.66,,5.4,1.55,,,,,,,3.73,0.96,8.86,3.33,,,,,,,11.05,2.31,,,,,0.16,,,,,,0.37,,,,,,1.55,0.37,,,,,0.04,,,,,,,,7.43,2.92,1.78,,,,3.61,1.22,,,,,6.84,3.17,,,,,16.84,9.51,,,0.24,,,,6.92,3.69,,,,,0.22,0.22,0.98,,,,6.24,2.61,9.18,3.1,,,0.07,,11.9,3.39,4.25,,18.67,9.84,,,,,,
2021-03-11,6.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
