date,Deutschland,Deutschland,Albanienerste,Albanienzweite,Andorraerste,Andorrazweite,Anguillaerste,Anguillazweite,Argentinienerste,Argentinienzweite,Aserbaidschanerste,Aserbaidschanzweite,Australienerste,Australienzweite,Bahrainerste,Bahrainzweite,Bangladescherste,Bangladeschzweite,Barbadoserste,Barbadoszweite,Belaruserste,Belaruszweite,Belgienerste,Belgienzweite,Belizeerste,Belizezweite,Bermudaerste,Bermudazweite,Bolivienerste,Bolivienzweite,Brasilienerste,Brasilienzweite,Bulgarienerste,Bulgarienzweite,Cayman Islandserste,Cayman Islandszweite,Chileerste,Chilezweite,Costa Ricaerste,Costa Ricazweite,Dänemarkerste,Dänemarkzweite,Dominicaerste,Dominicazweite,Dominikanische Republikerste,Dominikanische Republikzweite,Ecuadorerste,Ecuadorzweite,El Salvadorerste,El Salvadorzweite,Estlanderste,Estlandzweite,Falkland Inselnerste,Falkland Inselnzweite,Finnlanderste,Finnlandzweite,Frankreicherste,Frankreichzweite,Ghanaerste,Ghanazweite,Gibraltarerste,Gibraltarzweite,Grenadaerste,Grenadazweite,Griechenlanderste,Griechenlandzweite,Großbritannienerste,Großbritannienzweite,Guernseyerste,Guernseyzweite,Guyanaerste,Guyanazweite,Hongkongerste,Hongkongzweite,Indienerste,Indienzweite,Indonesienerste,Indonesienzweite,Iranerste,Iranzweite,Irlanderste,Irlandzweite,Islanderste,Islandzweite,Isle of Manerste,Isle of Manzweite,Israelerste,Israelzweite,Italienerste,Italienzweite,Jerseyerste,Jerseyzweite,Kambodschaerste,Kambodschazweite,Kanadaerste,Kanadazweite,Kolumbienerste,Kolumbienzweite,Kroatienerste,Kroatienzweite,Kuwaiterste,Kuwaitzweite,Lettlanderste,Lettlandzweite,Litauenerste,Litauenzweite,Luxemburgerste,Luxemburgzweite,Malaysiaerste,Malaysiazweite,Maltaerste,Maltazweite,Marokkoerste,Marokkozweite,Mauritiuserste,Mauritiuszweite,Mexikoerste,Mexikozweite,Moldawienerste,Moldawienzweite,Montenegroerste,Montenegrozweite,Montserraterste,Montserratzweite,Neuseelanderste,Neuseelandzweite,Niederlandeerste,Niederlandezweite,Norwegenerste,Norwegenzweite,Omanerste,Omanzweite,Österreicherste,Österreichzweite,Pakistanerste,Pakistanzweite,Paraguayerste,Paraguayzweite,Peruerste,Peruzweite,Philippinenerste,Philippinenzweite,Polenerste,Polenzweite,Portugalerste,Portugalzweite,Ruandaerste,Ruandazweite,Rumänienerste,Rumänienzweite,Russlanderste,Russlandzweite,Saint Luciaerste,Saint Luciazweite,San Marinoerste,San Marinozweite,Schwedenerste,Schwedenzweite,Schweizerste,Schweizzweite,Senegalerste,Senegalzweite,Serbienerste,Serbienzweite,Seychellenerste,Seychellenzweite,Simbabweerste,Simbabwezweite,Singapurerste,Singapurzweite,Slowakeierste,Slowakeizweite,Slowenienerste,Slowenienzweite,Spanienerste,Spanienzweite,Südafrikaerste,Südafrikazweite,Südkoreaerste,Südkoreazweite,Trinidad Tobagoerste,Trinidad Tobagozweite,Tschechienerste,Tschechienzweite,Türkeierste,Türkeizweite,Turks-und Caicosinselnerste,Turks-und Caicosinselnzweite,Ukraineerste,Ukrainezweite,Ungarnerste,Ungarnzweite,Uruguayerste,Uruguayzweite,USAerste,USAzweite,Venezuelaerste,Venezuelazweite,Vereinigte Arabische Emirateerste,Vereinigte Arabische Emiratezweite,Zypernerste,Zypernzweite
2021-02-02,2.47,0.85,0.02,0,null,null,null,null,null,null,null,null,null,null,10.23,null,null,null,null,null,null,null,2.78,0.36,null,null,null,null,null,null,1.08,null,0.44,0.22,null,null,0.37,0.05,null,null,3.26,1.72,null,null,null,null,null,null,null,null,2.18,0.85,null,null,2.63,0.33,2.38,0.15,null,null,38.8,6.89,null,null,2.51,0.52,14.76,0.73,null,null,null,null,null,null,0.3,null,0.22,0.02,null,null,null,null,null,null,8.09,1.67,37.85,22.12,2.28,1.32,null,null,null,null,2.3,0.32,null,null,null,null,null,null,0.92,0.5,2.75,0.96,1.91,0.37,null,null,5.74,1.11,null,null,null,null,0.49,0.04,null,null,null,null,null,null,null,null,null,null,2.13,0.44,null,null,2.59,0.42,0,null,null,null,null,null,null,null,2.78,0.76,2.66,0.69,null,null,3.17,0.72,null,null,null,null,null,null,null,null,null,null,null,null,7.29,null,36.9,null,null,null,2.99,0.1,2.88,0.29,2.61,1.31,2.71,1.07,null,null,null,null,null,null,2.31,0.54,null,null,null,null,null,null,2.56,0.78,null,null,7.91,1.81,null,null,null,null,null,null
2021-02-03,2.54,0.95,null,null,null,null,null,null,0.63,0.25,null,null,null,null,10.29,null,null,null,null,null,null,null,2.86,0.53,null,null,null,null,null,null,1.19,null,0.48,0.24,null,null,1.26,0.05,null,null,3.29,1.83,null,null,null,null,null,null,null,null,2.27,0.97,null,null,2.71,0.42,2.49,0.2,null,null,39.08,8.94,null,null,2.65,0.6,15.45,0.74,null,null,null,null,null,null,0.32,null,0.24,0.03,null,null,null,null,3.55,1.42,8.69,2.56,38.54,22.71,2.29,1.47,null,null,null,null,2.31,0.34,null,null,1.44,0.7,null,null,0.93,0.58,2.81,1.15,2.01,0.45,null,null,5.94,1.23,null,null,null,null,0.49,0.04,null,null,null,null,null,null,null,null,null,null,2.59,0.59,null,null,2.62,0.57,null,null,null,null,null,null,null,null,2.95,0.91,2.7,0.74,null,null,3.22,0.79,null,null,null,null,null,null,null,null,null,null,null,null,7.55,null,37.71,0.01,null,null,null,null,3.05,0.33,2.62,1.53,2.74,1.25,null,null,null,null,null,null,2.35,0.64,null,null,null,null,null,null,2.58,0.87,null,null,8.12,1.92,null,null,null,null,null,null
2021-02-04,2.61,1.04,null,null,null,null,0,null,0.66,0.32,null,null,null,null,10.42,null,null,null,null,null,null,null,2.94,0.73,null,null,null,null,null,null,1.45,null,0.53,0.25,11.89,4.86,2.17,0.07,null,null,3.31,2.02,null,null,null,null,0.04,null,null,null,2.4,1.08,null,null,2.88,0.62,2.61,0.28,null,null,39.32,11.7,null,null,2.79,0.66,16.16,0.75,null,null,null,null,null,null,0.36,null,0.26,0.04,null,null,null,null,null,null,9.44,2.57,39.38,23.38,2.31,1.63,null,null,null,null,2.33,0.38,null,null,1.45,0.87,null,null,0.94,0.65,2.87,1.45,2.12,0.51,null,null,6.12,1.46,null,null,null,null,0.49,0.05,null,null,null,null,null,null,null,null,null,null,3.07,0.75,null,null,2.66,0.75,null,null,null,null,null,null,null,null,3.09,1.04,2.74,0.83,null,null,3.27,0.86,null,null,null,null,null,null,null,null,null,null,null,null,7.74,null,null,null,null,null,null,null,3.22,0.44,2.65,1.85,2.79,1.46,null,null,null,null,null,null,2.4,0.76,null,null,null,null,null,null,2.74,0.96,null,null,8.34,2.07,null,null,null,null,null,null
2021-02-05,2.68,1.13,null,null,null,null,null,null,null,null,null,null,null,null,10.55,null,null,null,null,null,null,null,3.01,0.92,null,null,null,null,null,null,1.45,null,0.57,0.25,null,null,3.05,0.07,null,null,3.34,2.25,null,null,null,null,null,null,null,null,2.56,1.2,null,null,2.97,0.77,2.72,0.34,null,null,39.77,14.47,null,null,2.94,0.71,16.89,0.75,null,null,null,null,null,null,0.39,null,0.27,0.04,null,null,3.06,1.61,3.71,1.42,9.46,2.57,39.77,23.71,2.34,1.77,null,null,null,null,2.35,0.41,null,null,null,null,null,null,0.94,0.73,2.9,1.69,null,null,null,null,6.36,1.72,null,null,null,null,0.49,0.05,null,null,null,null,null,null,null,null,null,null,3.26,0.84,null,null,2.7,0.93,null,null,null,null,null,null,null,null,3.15,1.12,2.79,0.93,null,null,3.32,0.95,null,null,null,null,null,null,null,null,null,null,null,null,7.91,null,null,null,null,null,null,null,3.37,0.56,2.67,2.1,null,null,null,null,null,null,null,null,2.45,0.86,null,null,null,null,null,null,2.89,1.05,null,null,8.64,2.24,null,null,null,null,null,null
2021-02-06,2.74,1.19,null,null,null,null,null,null,0.68,0.36,0.64,null,null,null,10.73,null,null,null,null,null,null,null,3.02,0.96,null,null,12.05,2.55,null,null,1.6,0,0.57,0.25,null,null,3.2,0.07,null,null,3.36,2.36,null,null,null,null,null,null,null,null,2.68,1.31,null,null,3.05,0.88,2.75,0.36,null,null,40.07,16.54,null,null,3.05,0.77,17.7,0.75,null,null,null,null,null,null,0.42,null,0.28,0.05,null,null,null,null,null,null,10.19,2.57,40.02,23.97,2.37,1.87,null,null,null,null,2.37,0.45,null,null,null,null,null,null,0.95,0.76,2.9,1.71,null,null,null,null,6.53,1.98,null,null,null,null,0.49,0.06,null,null,null,null,null,null,null,null,null,null,3.28,0.86,null,null,2.73,1,null,null,null,null,null,null,null,null,3.17,1.16,2.85,1.02,null,null,3.37,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38.22,1.61,null,null,null,null,3.41,0.57,2.67,2.13,null,null,null,null,null,null,null,null,2.45,0.88,null,null,null,null,null,null,2.96,1.09,null,null,9.05,2.49,null,null,null,null,2.6,1.14
2021-02-07,2.78,1.23,null,null,null,null,null,null,0.71,0.4,null,null,null,null,11.25,null,0.02,null,null,null,null,null,3.02,0.99,null,null,null,null,null,null,1.66,0.01,0.57,0.25,null,null,3.24,0.07,null,null,3.39,2.43,null,null,null,null,null,null,null,null,2.71,1.32,0,null,3.07,0.9,2.76,0.37,null,null,40.07,16.54,null,null,null,null,18.11,0.76,17.96,4.61,null,null,null,null,0.42,null,0.29,0.05,null,null,3.11,1.76,null,null,10.66,2.57,40.64,24.76,2.38,1.93,17.64,3.14,null,null,2.39,0.47,null,null,null,null,null,null,0.95,0.77,2.9,1.71,2.23,0.59,null,null,6.64,2.25,null,null,null,null,0.49,0.06,null,null,null,null,null,null,null,null,2.95,0.39,3.28,0.86,null,null,2.74,1.04,null,null,null,null,null,null,null,null,3.19,1.19,2.86,1.03,null,null,3.41,1.04,null,null,null,null,null,null,3.26,0.86,null,null,null,null,8,null,null,null,null,null,null,null,3.41,0.57,2.67,2.13,2.82,1.68,null,null,null,null,null,null,2.46,0.9,null,null,null,null,null,null,2.99,1.11,null,null,9.44,2.74,null,null,null,null,null,null
2021-02-08,2.85,1.29,null,null,null,null,null,null,0.71,0.42,null,null,null,null,11.82,null,null,null,null,null,null,null,3.04,1.05,null,null,null,null,null,null,1.68,0.01,0.6,0.25,null,null,4.4,0.13,0.92,0.56,3.44,2.55,null,null,null,null,null,null,null,null,2.71,1.32,null,null,3.08,0.9,2.83,0.43,null,null,41.27,18.22,null,null,3.19,0.81,18.63,0.76,null,null,null,null,null,null,0.45,null,0.3,0.06,0,null,3.14,1.79,3.75,1.42,11.13,2.57,41.32,25.51,2.43,1.99,null,null,null,null,2.41,0.5,null,null,null,null,null,null,0.96,0.77,2.91,1.8,2.25,0.65,null,null,6.85,2.5,null,null,null,null,0.5,0.06,null,null,null,null,0,null,null,null,null,null,3.29,0.88,0.53,0.24,2.76,1.13,null,null,null,null,null,null,null,null,null,null,2.86,1.03,null,null,3.44,1.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38.35,4.05,null,null,null,null,3.55,0.64,2.69,2.13,2.84,1.79,null,null,null,null,null,null,2.5,1.01,null,null,16.62,null,null,null,3.02,1.14,null,null,9.67,2.85,null,null,null,null,null,null
2021-02-09,2.92,1.36,0.02,0.02,null,null,null,null,0.71,0.42,null,null,null,null,12.51,null,0.11,null,null,null,null,null,3.11,1.22,null,null,13.49,2.57,null,null,1.78,0.02,0.64,0.26,13.45,7.26,5.67,0.23,null,null,3.5,2.63,null,null,null,null,null,null,null,null,null,null,null,null,3.13,0.97,2.93,0.54,null,null,42.45,19.94,null,null,3.31,0.89,19.24,0.77,null,null,null,null,null,null,0.48,null,0.31,0.08,0,null,3.22,1.81,null,null,11.14,3.01,42.08,26.29,2.48,2.04,null,null,0,null,2.44,0.54,null,null,1.49,1.02,null,null,0.97,0.78,2.95,1.87,2.27,0.71,null,null,7.07,2.75,null,null,null,null,0.5,0.07,null,null,null,null,null,null,null,null,null,null,3.39,0.94,0.57,0.24,2.79,1.3,null,null,null,null,0.01,null,null,null,3.41,1.27,2.88,1.04,null,null,3.47,1.37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38.36,6.81,null,null,null,null,3.68,0.78,2.69,2.13,2.87,1.9,null,null,null,null,null,null,2.54,1.12,null,null,null,null,null,null,3.03,1.18,null,null,9.83,2.94,null,null,null,null,null,null
2021-02-10,3.01,1.45,null,null,1.67,null,null,null,0.75,0.44,null,null,null,null,12.91,null,0.21,null,null,null,null,null,3.16,1.37,null,null,null,null,null,null,1.91,0.02,0.68,0.27,13.56,7.87,7.09,0.28,null,null,3.55,2.7,null,null,null,null,null,null,null,null,2.95,1.44,null,null,3.21,1.01,3.04,0.65,null,null,45.3,20,null,null,3.39,1.02,19.9,0.77,null,null,null,null,null,null,0.51,null,0.35,0.1,null,null,3.38,1.82,null,null,11.15,3.48,42.89,27.12,2.56,2.09,null,null,0.01,null,2.46,0.59,null,null,null,null,null,null,0.99,0.79,3.12,1.93,2.4,0.78,null,null,7.17,2.93,null,null,null,null,0.5,0.07,null,null,null,null,null,null,null,null,null,null,3.81,1.1,0.61,0.24,2.82,1.5,0.01,null,null,null,0.06,null,null,null,null,null,2.93,1.14,null,null,3.49,1.56,1.51,1.16,null,null,null,null,null,null,null,null,null,null,8.71,0.7,38.36,10.51,null,null,4.27,0.1,3.8,0.9,2.81,2.17,2.95,2.02,null,null,null,null,null,null,2.6,1.24,null,null,null,null,null,null,3.05,1.21,null,null,10.1,3.13,null,null,null,null,null,null
2021-02-11,3.09,1.54,null,null,null,null,null,null,0.8,0.47,null,null,null,null,13.22,null,null,null,null,null,null,null,3.23,1.61,null,null,null,null,null,null,2.04,0.04,0.74,0.28,null,null,8.4,0.29,null,null,3.65,2.74,0,null,null,null,null,null,null,null,3.15,1.51,null,null,3.38,1.09,3.16,0.8,null,null,45.82,22.76,0,null,3.46,1.17,20.64,0.78,null,null,0,null,null,null,0.54,null,0.37,0.13,null,null,3.47,1.82,null,null,11.16,3.91,43.82,27.94,2.65,2.12,null,null,null,null,2.5,0.65,null,null,1.58,1.17,null,null,1.05,0.82,3.4,1.98,2.58,0.84,null,null,7.37,3.13,null,null,null,null,0.5,0.07,null,null,null,null,null,null,null,null,null,null,4.2,1.25,0.64,0.24,2.88,1.7,null,null,null,null,0.16,null,null,null,3.73,1.53,2.97,1.31,null,null,3.51,1.74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38.59,14.1,null,null,null,null,3.93,1.02,3.14,2.25,3.04,2.14,null,null,null,null,null,null,2.65,1.39,null,null,null,null,null,null,3.21,1.25,null,null,10.38,3.35,null,null,null,null,null,null
2021-02-12,3.19,1.63,null,null,2.1,null,null,null,0.81,0.49,null,null,null,null,13.67,null,null,null,null,null,null,null,3.29,1.85,null,null,null,null,null,null,2.16,0.05,0.78,0.3,13.96,9.69,9.6,0.29,null,null,3.86,2.88,null,null,null,null,null,null,null,null,3.35,1.61,null,null,3.57,1.15,3.28,0.91,null,null,46.3,25.51,null,null,3.52,1.34,21.44,0.79,null,null,null,null,null,null,0.58,null,null,null,null,null,3.55,1.82,4.13,1.62,11.16,3.91,44.27,28.37,2.74,2.14,null,null,null,null,2.53,0.71,null,null,null,null,null,null,1.11,0.85,3.63,2.01,null,null,null,null,7.64,3.34,null,null,null,null,0.5,0.07,null,null,null,null,null,null,null,null,null,null,4.34,1.32,0.68,0.24,2.97,1.9,null,null,null,null,0.26,null,null,null,3.82,1.65,3.05,1.55,null,null,3.53,1.92,null,null,null,null,null,null,null,null,null,null,null,null,10.44,1.85,null,null,null,null,null,null,4.07,1.14,3.47,2.33,null,null,null,null,null,null,null,null,2.71,1.53,3.64,0.4,null,null,null,null,3.42,1.29,null,null,10.71,3.61,null,null,null,null,null,null
2021-02-13,3.26,1.69,null,null,null,null,8.94,null,0.82,0.52,null,null,null,null,14.24,null,0.45,null,null,null,null,null,3.29,1.91,null,null,null,null,null,null,2.33,0.08,0.79,0.3,null,null,9.76,0.29,null,null,3.97,2.89,null,null,null,null,null,null,null,null,3.47,1.67,null,null,3.72,1.21,3.32,0.93,null,null,46.79,28.26,null,null,3.56,1.49,22.19,0.79,null,null,null,null,null,null,0.58,0,0.39,0.15,null,null,3.58,1.86,null,null,11.96,3.91,44.59,28.72,2.82,2.15,null,null,null,null,2.56,0.76,null,null,null,null,null,null,1.12,0.86,3.65,2.01,null,null,null,null,7.83,3.53,null,null,null,null,0.5,0.07,null,null,null,null,null,null,null,null,null,null,4.36,1.33,0.68,0.24,3.03,1.95,null,null,null,null,0.32,null,null,null,3.87,1.69,3.14,1.81,null,null,3.55,2.08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.5,14.42,null,null,null,null,4.15,1.14,3.5,2.34,null,null,null,null,null,null,null,null,2.73,1.55,3.86,0.54,null,null,null,null,3.47,1.33,null,null,11.08,3.91,null,null,null,null,3.38,1.69
2021-02-14,3.31,1.72,null,null,null,null,18.41,null,0.82,0.53,null,null,null,null,14.62,null,0.55,null,null,null,null,null,3.29,1.93,null,null,null,null,null,null,2.37,0.09,0.79,0.3,null,null,9.78,0.29,null,null,4.08,2.9,null,null,null,null,null,null,null,null,3.48,1.68,null,null,3.78,1.21,3.33,0.94,null,null,47.16,29.84,null,null,null,null,22.54,0.79,20.8,7.96,null,null,null,null,null,null,0.39,0.16,null,null,3.65,1.86,null,null,12.24,3.91,45.45,29.52,2.86,2.16,22.46,3.22,null,null,2.57,0.8,null,null,null,null,null,null,1.12,0.86,null,null,2.76,0.9,null,null,8.01,3.68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.67,0.9,4.36,1.33,0.72,0.24,3.03,1.97,null,null,null,null,0.34,null,null,null,3.9,1.71,3.22,1.91,null,null,3.57,2.22,null,null,null,null,null,null,3.7,1.51,5.08,1.18,null,null,11.83,2.67,null,null,null,null,null,null,4.34,1.15,3.5,2.34,3.19,2.29,null,null,null,null,null,null,2.74,1.57,3.96,0.58,null,null,null,null,3.48,1.34,null,null,11.45,4.21,null,null,null,null,null,null
2021-02-15,3.4,1.79,null,null,null,null,null,null,0.82,0.53,null,null,0,null,14.75,null,0.69,null,1.56,null,null,null,3.31,2.03,null,null,null,null,null,null,2.39,0.1,0.81,0.31,null,null,11.17,0.29,1.07,0.84,4.32,2.96,null,null,0,null,null,null,null,null,3.48,1.68,43.5,null,3.79,1.21,3.39,1.06,null,null,47.89,30.41,null,null,3.7,1.62,22.94,0.8,null,null,0.08,null,null,null,0.61,0.01,0.4,0.18,null,null,3.69,1.99,4.13,1.69,null,null,46.39,30.39,2.96,2.16,null,null,null,null,2.58,0.82,null,null,1.65,1.29,3.21,0.89,1.16,0.87,3.79,2.04,2.88,0.95,null,null,8.28,3.87,null,null,null,null,0.51,0.07,null,null,null,null,null,null,null,null,null,null,4.38,1.34,0.74,0.24,3.07,2,null,null,null,null,0.37,null,null,null,3.97,1.74,3.25,1.94,0,null,3.62,2.36,null,null,null,null,null,null,null,null,5.15,1.24,null,null,null,null,42.51,16.72,null,null,null,null,4.46,1.27,3.51,2.34,3.27,2.35,null,null,null,null,0,null,2.8,1.65,4.28,0.68,null,null,null,null,3.54,1.36,null,null,null,null,null,null,null,null,null,null
2021-02-16,3.49,1.85,null,null,null,null,null,null,0.83,0.53,null,null,0,null,14.87,null,0.83,null,2.33,null,null,null,3.35,2.12,null,null,null,null,null,null,2.5,0.13,0.84,0.33,null,null,12.31,0.29,null,null,4.55,2.98,null,null,0,null,null,null,null,null,3.52,1.7,null,null,3.91,1.22,3.48,1.2,null,null,48.27,31.97,0.13,null,3.82,1.71,23.48,0.82,null,null,null,null,null,null,0.63,0.02,0.41,0.2,null,null,3.81,2.14,4.13,1.74,12.56,4.23,47.35,31.29,3.06,2.17,null,null,null,null,2.6,0.87,0,null,null,null,null,null,1.23,0.87,3.8,2.04,3.13,1.01,null,null,8.58,4.04,null,null,null,null,0.64,0.07,null,null,null,null,null,null,null,null,null,null,4.49,1.38,0.74,0.37,3.15,2.09,null,null,null,null,0.39,null,null,null,4.07,1.83,3.3,1.99,null,null,3.72,2.5,null,null,0,null,null,null,null,null,5.22,1.32,null,null,null,null,42.52,18.48,null,null,null,null,4.55,1.39,3.56,2.35,3.36,2.39,0,null,null,null,null,null,2.87,1.74,4.72,0.77,null,null,null,null,3.61,1.4,null,null,11.86,4.49,null,null,null,null,null,null
2021-02-17,3.61,1.92,0.04,0.02,null,null,null,null,0.83,0.53,null,null,0,null,15.14,null,0.96,null,3.17,null,null,null,3.41,2.22,null,null,null,null,null,null,2.51,0.26,0.89,0.35,14.89,10.56,13.3,0.29,null,null,4.73,2.99,null,null,0.01,null,0.04,0.01,0,null,3.66,1.75,null,null,4.14,1.24,3.55,1.36,null,null,48.63,33.55,null,null,3.96,1.83,24.19,0.85,null,null,null,null,null,null,0.64,0.02,0.42,0.22,0.01,null,4,2.29,4.16,2.16,12.88,4.54,48.06,32.16,3.18,2.19,null,null,0.02,null,2.61,0.91,0,null,null,null,null,null,1.33,0.88,3.96,2.19,3.29,1.04,null,null,8.87,4.2,null,null,0.3,null,0.74,0.08,null,null,null,null,null,null,null,null,null,null,4.89,1.57,0.77,0.37,3.25,2.19,0.02,null,null,null,0.4,null,null,null,4.26,2.05,3.4,2.05,null,null,3.82,2.63,null,null,null,null,null,null,null,null,5.48,1.58,null,null,null,null,42.55,19.84,null,null,null,null,4.66,1.5,3.79,2.38,3.5,2.45,null,null,null,null,null,null,2.96,1.81,5.31,0.88,null,null,null,null,3.78,1.46,null,null,12.04,4.63,0,null,null,null,null,null
2021-02-18,3.72,1.98,0.08,0.02,null,null,null,null,0.87,0.54,null,null,0,null,15.48,null,1.12,null,4,null,0.22,null,3.5,2.36,null,null,null,null,null,null,2.58,0.34,0.94,0.37,null,null,14.11,0.29,null,null,4.93,2.99,null,null,0.05,null,null,null,null,null,3.94,1.8,null,null,4.4,1.27,3.65,1.53,null,null,49.64,35.78,null,null,4.13,1.96,24.86,0.87,null,null,null,null,null,null,0.68,0.03,0.43,0.23,null,null,4.17,2.44,4.45,2.83,13.15,4.83,48.86,33.07,3.31,2.2,null,null,null,null,2.63,0.96,0.02,null,2.12,1.34,null,null,1.4,0.89,4.2,2.36,3.49,1.13,null,null,9.17,4.35,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,5.23,1.77,0.8,0.37,3.38,2.27,null,null,null,null,0.42,null,null,null,4.47,2.29,3.54,2.13,null,null,3.92,2.74,null,null,null,null,null,null,null,null,5.55,1.67,null,null,null,null,43.34,21.01,0,null,4.27,1.88,4.74,1.62,4.19,2.41,3.77,2.5,0,0,null,null,null,null,3.08,1.89,5.96,1.03,null,null,null,null,4.06,1.58,null,null,12.27,4.83,null,null,null,null,null,null
2021-02-19,3.83,2.04,null,null,2.77,null,null,null,0.92,0.56,null,null,0,null,15.77,null,null,null,5.01,null,null,null,3.65,2.47,null,null,null,null,null,null,2.65,0.42,1.12,0.38,15.64,10.66,14.85,0.29,null,null,5.17,3.01,null,null,0.09,null,null,null,null,null,4.34,1.87,null,null,4.73,1.29,3.75,1.66,null,null,49.75,37.32,null,null,4.31,2.07,25.41,0.89,null,null,null,null,null,null,0.7,0.05,null,null,null,null,4.34,2.56,4.58,2.95,14.66,5.51,49.31,33.51,3.45,2.21,null,null,0.03,null,2.69,1.03,0.04,null,null,null,null,null,1.47,0.89,4.46,2.49,null,null,null,null,9.56,4.49,6.39,0.01,null,null,0.9,0.32,null,null,null,null,null,null,0,null,null,null,5.43,1.85,0.84,0.37,3.52,2.37,null,null,null,null,0.51,null,null,null,4.61,2.42,3.81,2.26,null,null,4.01,2.84,null,null,null,null,null,null,null,null,5.6,1.75,null,null,null,null,44.19,21.96,null,null,null,null,4.85,1.75,4.49,2.44,null,null,0.01,0.01,null,null,null,null,3.18,1.95,6.38,1.16,null,null,null,null,4.42,1.79,null,null,12.55,5.09,null,null,null,null,null,null
2021-02-20,3.92,2.09,null,null,null,null,null,null,0.99,0.58,null,null,0,null,15.97,null,1.26,null,5.51,null,null,null,3.69,2.48,null,null,null,null,null,null,2.71,0.5,1.17,0.39,16.01,11.62,14.9,0.29,null,null,5.35,3.02,null,null,0.12,null,null,null,null,null,4.62,1.95,null,null,4.99,1.31,3.78,1.7,null,null,49.75,37.32,null,null,4.47,2.18,25.9,0.91,null,null,null,null,null,null,0.72,0.06,0.45,0.27,null,null,4.45,2.64,null,null,14.66,5.54,49.68,33.84,3.58,2.22,null,null,null,null,2.78,1.07,0.07,null,null,null,null,null,1.51,0.89,4.5,2.49,null,null,null,null,9.77,4.57,6.63,0.04,null,null,0.94,0.35,null,null,0,null,null,null,0,null,null,null,5.44,1.86,0.85,0.37,3.64,2.38,null,null,null,null,0.58,null,null,null,4.68,2.45,4.06,2.38,null,null,4.1,2.93,null,null,null,null,null,null,null,null,5.61,1.78,null,null,null,null,null,null,null,null,null,null,4.97,1.75,4.61,2.44,null,null,0.02,0.02,null,null,null,null,3.2,1.96,6.52,1.22,null,null,null,null,4.61,1.97,null,null,12.8,5.35,null,null,null,null,4.29,2.19
2021-02-21,3.99,2.12,null,null,null,null,null,null,1.01,0.58,null,null,0,null,16.16,null,null,null,5.76,null,null,null,3.7,2.48,null,null,null,null,null,null,2.74,0.53,1.33,0.39,null,null,14.91,0.29,null,null,5.53,3.03,null,null,0.13,null,null,null,null,null,4.67,1.96,null,null,5.2,1.37,3.78,1.71,null,null,52.91,37.42,null,null,4.49,2.2,26.11,0.92,null,null,null,null,0,null,0.73,0.07,null,null,null,null,4.5,2.67,null,null,15.01,5.57,50.59,34.75,3.65,2.22,25.75,3.25,null,null,2.86,1.11,0.08,null,null,null,null,null,1.56,null,null,null,3.72,1.23,null,null,9.94,4.65,null,null,null,null,0.96,0.35,null,null,null,null,null,null,null,null,4.64,1.28,5.44,1.86,0.89,0.37,3.7,2.39,0.03,null,0,null,0.59,null,null,null,4.72,2.46,4.21,2.42,null,null,4.17,2.99,null,null,null,null,null,null,4.38,2.3,5.78,2,null,null,null,null,44.72,21.96,null,null,null,null,5.09,1.75,4.61,2.44,4.05,2.56,0.03,0.03,null,null,null,null,3.21,1.97,6.54,1.25,null,null,null,null,4.69,2.08,null,null,13.05,5.64,null,null,null,null,null,null
2021-02-22,4.11,2.19,0.21,0.02,null,null,null,null,1.02,0.58,null,null,0,null,16.35,null,1.4,null,6.64,null,null,null,3.78,2.5,null,null,19.76,7.66,null,null,2.76,0.55,1.48,0.4,null,null,15.47,0.29,1.12,0.86,5.77,3.04,null,null,null,null,null,null,0.09,null,4.71,1.99,49.73,null,null,null,3.84,1.82,null,null,56.1,37.78,null,null,4.67,2.34,26.39,0.95,null,null,0.24,null,null,null,0.75,0.08,null,null,null,null,4.58,2.7,5.05,3.09,15.38,5.56,51.57,35.67,3.82,2.23,null,null,null,null,2.94,1.19,0.09,null,2.64,1.41,null,null,1.65,0.89,4.64,2.55,3.78,1.32,null,null,10.23,4.79,6.91,0.06,null,null,0.99,0.35,null,null,null,null,null,null,null,null,null,null,5.49,1.86,0.92,0.37,3.76,2.41,null,null,null,null,0.68,null,null,null,4.82,2.47,4.24,2.43,null,null,4.26,3.07,null,null,null,null,null,null,null,null,5.82,2.07,0,null,null,null,null,null,0.01,null,null,null,5.19,1.88,4.63,2.44,4.19,2.58,0.04,0.04,null,null,0.03,null,3.3,2.03,6.8,1.3,null,null,null,null,4.73,2.13,null,null,13.2,5.81,0,null,null,null,null,null
